Trend,Date,Hour,Load,Peak
8870,1/5/2006,14,870,0
8871,1/5/2006,15,841,0
8872,1/5/2006,16,845,0
8873,1/5/2006,17,925,0
8874,1/5/2006,18,1100,0
8875,1/5/2006,19,1235,0
8876,1/5/2006,20,1275,0
8877,1/5/2006,21,1273,0
8878,1/5/2006,22,1213,0
8879,1/5/2006,23,1120,0
8880,1/5/2006,24,1022,0
8881,1/6/2006,1,964,0
8882,1/6/2006,2,945,0
8883,1/6/2006,3,946,0
8884,1/6/2006,4,975,0
8885,1/6/2006,5,1047,0
8886,1/6/2006,6,1209,0
8887,1/6/2006,7,1442,0
8888,1/6/2006,8,1486,1
8889,1/6/2006,9,1357,0
8890,1/6/2006,10,1249,0
8891,1/6/2006,11,1180,0
8892,1/6/2006,12,1126,0
8893,1/6/2006,13,1069,0
8894,1/6/2006,14,1018,0
8895,1/6/2006,15,990,0
8896,1/6/2006,16,1017,0
8897,1/6/2006,17,1116,0
8898,1/6/2006,18,1288,0
8899,1/6/2006,19,1411,0
8900,1/6/2006,20,1420,0
8901,1/6/2006,21,1419,0
8902,1/6/2006,22,1405,0
8903,1/6/2006,23,1357,0
8904,1/6/2006,24,1288,0
8905,1/7/2006,1,1255,0
8906,1/7/2006,2,1254,0
8907,1/7/2006,3,1276,0
8908,1/7/2006,4,1315,0
8909,1/7/2006,5,1374,0
8910,1/7/2006,6,1458,0
8911,1/7/2006,7,1558,0
8912,1/7/2006,8,1657,0
8913,1/7/2006,9,1708,1
8914,1/7/2006,10,1606,0
8915,1/7/2006,11,1454,0
8916,1/7/2006,12,1344,0
8917,1/7/2006,13,1251,0
8918,1/7/2006,14,1162,0
8919,1/7/2006,15,1116,0
8920,1/7/2006,16,1116,0
8921,1/7/2006,17,1147,0
8922,1/7/2006,18,1292,0
8923,1/7/2006,19,1413,0
8924,1/7/2006,20,1416,0
8925,1/7/2006,21,1414,0
8926,1/7/2006,22,1384,0
8927,1/7/2006,23,1321,0
8928,1/7/2006,24,1246,0
8929,1/8/2006,1,1194,0
8930,1/8/2006,2,1175,0
8931,1/8/2006,3,1185,0
8932,1/8/2006,4,1208,0
8933,1/8/2006,5,1240,0
8934,1/8/2006,6,1287,0
8935,1/8/2006,7,1353,0
8936,1/8/2006,8,1457,0
8937,1/8/2006,9,1546,1
8938,1/8/2006,10,1424,0
8939,1/8/2006,11,1229,0
8940,1/8/2006,12,1092,0
8941,1/8/2006,13,1032,0
8942,1/8/2006,14,967,0
8943,1/8/2006,15,904,0
8944,1/8/2006,16,872,0
8945,1/8/2006,17,911,0
8946,1/8/2006,18,1038,0
8947,1/8/2006,19,1171,0
8948,1/8/2006,20,1192,0
8949,1/8/2006,21,1184,0
8950,1/8/2006,22,1118,0
8951,1/8/2006,23,1008,0
8952,1/8/2006,24,900,0
8953,1/9/2006,1,830,0
8954,1/9/2006,2,803,0
8955,1/9/2006,3,799,0
8956,1/9/2006,4,816,0
8957,1/9/2006,5,867,0
8958,1/9/2006,6,1012,0
8959,1/9/2006,7,1223,0
8960,1/9/2006,8,1250,1
8961,1/9/2006,9,1136,0
8962,1/9/2006,10,1047,0
8963,1/9/2006,11,979,0
8964,1/9/2006,12,920,0
8965,1/9/2006,13,874,0
8966,1/9/2006,14,850,0
8967,1/9/2006,15,823,0
8968,1/9/2006,16,821,0
8969,1/9/2006,17,845,0
8970,1/9/2006,18,963,0
8971,1/9/2006,19,1112,0
8972,1/9/2006,20,1129,0
8973,1/9/2006,21,1107,0
8974,1/9/2006,22,1045,0
8975,1/9/2006,23,926,0
8976,1/9/2006,24,814,0
8977,1/10/2006,1,760,0
8978,1/10/2006,2,749,0
8979,1/10/2006,3,764,0
8980,1/10/2006,4,788,0
8981,1/10/2006,5,851,0
8982,1/10/2006,6,1003,0
8983,1/10/2006,7,1231,0
8984,1/10/2006,8,1262,1
8985,1/10/2006,9,1163,0
8986,1/10/2006,10,1080,0
8987,1/10/2006,11,1001,0
8988,1/10/2006,12,941,0
8989,1/10/2006,13,890,0
8990,1/10/2006,14,854,0
8991,1/10/2006,15,829,0
8992,1/10/2006,16,838,0
8993,1/10/2006,17,888,0
8994,1/10/2006,18,1022,0
8995,1/10/2006,19,1152,0
8996,1/10/2006,20,1163,0
8997,1/10/2006,21,1134,0
8998,1/10/2006,22,1055,0
8999,1/10/2006,23,933,0
9000,1/10/2006,24,816,0
9001,1/11/2006,1,754,0
9002,1/11/2006,2,736,0
9003,1/11/2006,3,733,0
9004,1/11/2006,4,737,0
9005,1/11/2006,5,773,0
9006,1/11/2006,6,903,0
9007,1/11/2006,7,1100,0
9008,1/11/2006,8,1133,0
9009,1/11/2006,9,1035,0
9010,1/11/2006,10,1003,0
9011,1/11/2006,11,989,0
9012,1/11/2006,12,987,0
9013,1/11/2006,13,970,0
9014,1/11/2006,14,944,0
9015,1/11/2006,15,906,0
9016,1/11/2006,16,898,0
9017,1/11/2006,17,929,0
9018,1/11/2006,18,1047,0
9019,1/11/2006,19,1154,1
9020,1/11/2006,20,1142,0
9021,1/11/2006,21,1124,0
9022,1/11/2006,22,1055,0
9023,1/11/2006,23,945,0
9024,1/11/2006,24,827,0
9025,1/12/2006,1,765,0
9026,1/12/2006,2,744,0
9027,1/12/2006,3,746,0
9028,1/12/2006,4,763,0
9029,1/12/2006,5,810,0
9030,1/12/2006,6,947,0
9031,1/12/2006,7,1159,0
9032,1/12/2006,8,1197,1
9033,1/12/2006,9,1105,0
9034,1/12/2006,10,1067,0
9035,1/12/2006,11,1032,0
9036,1/12/2006,12,973,0
9037,1/12/2006,13,901,0
9038,1/12/2006,14,853,0
9039,1/12/2006,15,822,0
9040,1/12/2006,16,812,0
9041,1/12/2006,17,843,0
9042,1/12/2006,18,959,0
9043,1/12/2006,19,1114,0
9044,1/12/2006,20,1144,0
9045,1/12/2006,21,1147,0
9046,1/12/2006,22,1095,0
9047,1/12/2006,23,995,0
9048,1/12/2006,24,886,0
9049,1/13/2006,1,828,0
9050,1/13/2006,2,811,0
9051,1/13/2006,3,808,0
9052,1/13/2006,4,822,0
9053,1/13/2006,5,866,0
9054,1/13/2006,6,992,0
9055,1/13/2006,7,1189,0
9056,1/13/2006,8,1213,1
9057,1/13/2006,9,1122,0
9058,1/13/2006,10,1073,0
9059,1/13/2006,11,1030,0
9060,1/13/2006,12,986,0
9061,1/13/2006,13,938,0
9062,1/13/2006,14,920,0
9063,1/13/2006,15,920,0
9064,1/13/2006,16,931,0
9065,1/13/2006,17,981,0
9066,1/13/2006,18,1065,0
9067,1/13/2006,19,1098,0
9068,1/13/2006,20,1052,0
9069,1/13/2006,21,999,0
9070,1/13/2006,22,941,0
9071,1/13/2006,23,879,0
9072,1/13/2006,24,806,0
9073,1/14/2006,1,764,0
9074,1/14/2006,2,760,0
9075,1/14/2006,3,782,0
9076,1/14/2006,4,817,0
9077,1/14/2006,5,877,0
9078,1/14/2006,6,959,0
9079,1/14/2006,7,1054,0
9080,1/14/2006,8,1155,0
9081,1/14/2006,9,1250,0
9082,1/14/2006,10,1281,0
9083,1/14/2006,11,1283,0
9084,1/14/2006,12,1265,0
9085,1/14/2006,13,1218,0
9086,1/14/2006,14,1186,0
9087,1/14/2006,15,1134,0
9088,1/14/2006,16,1132,0
9089,1/14/2006,17,1187,0
9090,1/14/2006,18,1325,0
9091,1/14/2006,19,1460,0
9092,1/14/2006,20,1471,1
9093,1/14/2006,21,1467,0
9094,1/14/2006,22,1435,0
9095,1/14/2006,23,1374,0
9096,1/14/2006,24,1301,0
9097,1/15/2006,1,1233,0
9098,1/15/2006,2,1190,0
9099,1/15/2006,3,1175,0
9100,1/15/2006,4,1169,0
9101,1/15/2006,5,1183,0
9102,1/15/2006,6,1209,0
9103,1/15/2006,7,1257,0
9104,1/15/2006,8,1342,0
9105,1/15/2006,9,1410,1
9106,1/15/2006,10,1326,0
9107,1/15/2006,11,1179,0
9108,1/15/2006,12,1075,0
9109,1/15/2006,13,1028,0
9110,1/15/2006,14,972,0
9111,1/15/2006,15,904,0
9112,1/15/2006,16,875,0
9113,1/15/2006,17,905,0
9114,1/15/2006,18,1033,0
9115,1/15/2006,19,1165,0
9116,1/15/2006,20,1169,0
9117,1/15/2006,21,1184,0
9118,1/15/2006,22,1143,0
9119,1/15/2006,23,1055,0
9120,1/15/2006,24,971,0
9121,1/16/2006,1,924,0
9122,1/16/2006,2,933,0
9123,1/16/2006,3,964,0
9124,1/16/2006,4,1007,0
9125,1/16/2006,5,1075,0
9126,1/16/2006,6,1183,0
9127,1/16/2006,7,1294,0
9128,1/16/2006,8,1347,1
9129,1/16/2006,9,1345,0
9130,1/16/2006,10,1322,0
9131,1/16/2006,11,1273,0
9132,1/16/2006,12,1190,0
9133,1/16/2006,13,1067,0
9134,1/16/2006,14,984,0
9135,1/16/2006,15,936,0
9136,1/16/2006,16,930,0
9137,1/16/2006,17,970,0
9138,1/16/2006,18,1104,0
9139,1/16/2006,19,1263,0
9140,1/16/2006,20,1286,0
9141,1/16/2006,21,1261,0
9142,1/16/2006,22,1190,0
9143,1/16/2006,23,1068,0
9144,1/16/2006,24,935,0
9145,1/17/2006,1,852,0
9146,1/17/2006,2,808,0
9147,1/17/2006,3,788,0
9148,1/17/2006,4,783,0
9149,1/17/2006,5,822,0
9150,1/17/2006,6,934,0
9151,1/17/2006,7,1108,0
9152,1/17/2006,8,1141,1
9153,1/17/2006,9,1066,0
9154,1/17/2006,10,1034,0
9155,1/17/2006,11,1006,0
9156,1/17/2006,12,953,0
9157,1/17/2006,13,896,0
9158,1/17/2006,14,855,0
9159,1/17/2006,15,829,0
9160,1/17/2006,16,832,0
9161,1/17/2006,17,871,0
9162,1/17/2006,18,989,0
9163,1/17/2006,19,1120,0
9164,1/17/2006,20,1119,0
9165,1/17/2006,21,1050,0
9166,1/17/2006,22,967,0
9167,1/17/2006,23,872,0
9168,1/17/2006,24,741,0
9169,1/18/2006,1,667,0
9170,1/18/2006,2,646,0
9171,1/18/2006,3,648,0
9172,1/18/2006,4,670,0
9173,1/18/2006,5,721,0
9174,1/18/2006,6,879,0
9175,1/18/2006,7,1117,0
9176,1/18/2006,8,1194,0
9177,1/18/2006,9,1146,0
9178,1/18/2006,10,1134,0
9179,1/18/2006,11,1123,0
9180,1/18/2006,12,1094,0
9181,1/18/2006,13,1053,0
9182,1/18/2006,14,1016,0
9183,1/18/2006,15,990,0
9184,1/18/2006,16,980,0
9185,1/18/2006,17,1033,0
9186,1/18/2006,18,1194,0
9187,1/18/2006,19,1381,0
9188,1/18/2006,20,1412,1
9189,1/18/2006,21,1406,0
9190,1/18/2006,22,1374,0
9191,1/18/2006,23,1285,0
9192,1/18/2006,24,1186,0
9193,1/19/2006,1,1151,0
9194,1/19/2006,2,1151,0
9195,1/19/2006,3,1166,0
9196,1/19/2006,4,1183,0
9197,1/19/2006,5,1240,0
9198,1/19/2006,6,1396,0
9199,1/19/2006,7,1609,0
9200,1/19/2006,8,1621,1
9201,1/19/2006,9,1488,0
9202,1/19/2006,10,1345,0
9203,1/19/2006,11,1199,0
9204,1/19/2006,12,1083,0
9205,1/19/2006,13,997,0
9206,1/19/2006,14,930,0
9207,1/19/2006,15,877,0
9208,1/19/2006,16,861,0
9209,1/19/2006,17,890,0
9210,1/19/2006,18,1010,0
9211,1/19/2006,19,1198,0
9212,1/19/2006,20,1245,0
9213,1/19/2006,21,1252,0
9214,1/19/2006,22,1211,0
9215,1/19/2006,23,1125,0
9216,1/19/2006,24,1023,0
9217,1/20/2006,1,970,0
9218,1/20/2006,2,961,0
9219,1/20/2006,3,969,0
9220,1/20/2006,4,994,0
9221,1/20/2006,5,1046,0
9222,1/20/2006,6,1176,0
9223,1/20/2006,7,1370,0
9224,1/20/2006,8,1417,1
9225,1/20/2006,9,1318,0
9226,1/20/2006,10,1178,0
9227,1/20/2006,11,1056,0
9228,1/20/2006,12,971,0
9229,1/20/2006,13,902,0
9230,1/20/2006,14,856,0
9231,1/20/2006,15,825,0
9232,1/20/2006,16,819,0
9233,1/20/2006,17,842,0
9234,1/20/2006,18,944,0
9235,1/20/2006,19,1090,0
9236,1/20/2006,20,1111,0
9237,1/20/2006,21,1109,0
9238,1/20/2006,22,1094,0
9239,1/20/2006,23,1050,0
9240,1/20/2006,24,972,0
9241,1/21/2006,1,919,0
9242,1/21/2006,2,893,0
9243,1/21/2006,3,878,0
9244,1/21/2006,4,857,0
9245,1/21/2006,5,849,0
9246,1/21/2006,6,869,0
9247,1/21/2006,7,910,0
9248,1/21/2006,8,981,0
9249,1/21/2006,9,1067,0
9250,1/21/2006,10,1123,1
9251,1/21/2006,11,1108,0
9252,1/21/2006,12,1068,0
9253,1/21/2006,13,1030,0
9254,1/21/2006,14,991,0
9255,1/21/2006,15,957,0
9256,1/21/2006,16,940,0
9257,1/21/2006,17,945,0
9258,1/21/2006,18,991,0
9259,1/21/2006,19,1059,0
9260,1/21/2006,20,1035,0
9261,1/21/2006,21,1002,0
9262,1/21/2006,22,953,0
9263,1/21/2006,23,888,0
9264,1/21/2006,24,810,0
9265,1/22/2006,1,740,0
9266,1/22/2006,2,708,0
9267,1/22/2006,3,699,0
9268,1/22/2006,4,709,0
9269,1/22/2006,5,729,0
9270,1/22/2006,6,772,0
9271,1/22/2006,7,835,0
9272,1/22/2006,8,947,0
9273,1/22/2006,9,1091,0
9274,1/22/2006,10,1166,0
9275,1/22/2006,11,1147,0
9276,1/22/2006,12,1138,0
9277,1/22/2006,13,1168,0
9278,1/22/2006,14,1178,0
9279,1/22/2006,15,1176,0
9280,1/22/2006,16,1186,0
9281,1/22/2006,17,1228,0
9282,1/22/2006,18,1310,0
9283,1/22/2006,19,1381,1
9284,1/22/2006,20,1364,0
9285,1/22/2006,21,1355,0
9286,1/22/2006,22,1299,0
9287,1/22/2006,23,1212,0
9288,1/22/2006,24,1104,0
9289,1/23/2006,1,1034,0
9290,1/23/2006,2,1021,0
9291,1/23/2006,3,1020,0
9292,1/23/2006,4,1033,0
9293,1/23/2006,5,1077,0
9294,1/23/2006,6,1202,0
9295,1/23/2006,7,1386,0
9296,1/23/2006,8,1411,1
9297,1/23/2006,9,1347,0
9298,1/23/2006,10,1342,0
9299,1/23/2006,11,1311,0
9300,1/23/2006,12,1254,0
9301,1/23/2006,13,1181,0
9302,1/23/2006,14,1140,0
9303,1/23/2006,15,1109,0
9304,1/23/2006,16,1109,0
9305,1/23/2006,17,1163,0
9306,1/23/2006,18,1242,0
9307,1/23/2006,19,1335,0
9308,1/23/2006,20,1321,0
9309,1/23/2006,21,1272,0
9310,1/23/2006,22,1181,0
9311,1/23/2006,23,1047,0
9312,1/23/2006,24,917,0
9313,1/24/2006,1,838,0
9314,1/24/2006,2,807,0
9315,1/24/2006,3,794,0
9316,1/24/2006,4,799,0
9317,1/24/2006,5,845,0
9318,1/24/2006,6,988,0
9319,1/24/2006,7,1201,0
9320,1/24/2006,8,1233,1
9321,1/24/2006,9,1140,0
9322,1/24/2006,10,1061,0
9323,1/24/2006,11,980,0
9324,1/24/2006,12,916,0
9325,1/24/2006,13,875,0
9326,1/24/2006,14,854,0
9327,1/24/2006,15,829,0
9328,1/24/2006,16,825,0
9329,1/24/2006,17,854,0
9330,1/24/2006,18,958,0
9331,1/24/2006,19,1146,0
9332,1/24/2006,20,1197,0
9333,1/24/2006,21,1169,0
9334,1/24/2006,22,1115,0
9335,1/24/2006,23,1053,0
9336,1/24/2006,24,934,0
9337,1/25/2006,1,874,0
9338,1/25/2006,2,858,0
9339,1/25/2006,3,863,0
9340,1/25/2006,4,890,0
9341,1/25/2006,5,952,0
9342,1/25/2006,6,1101,0
9343,1/25/2006,7,1323,0
9344,1/25/2006,8,1356,0
9345,1/25/2006,9,1234,0
9346,1/25/2006,10,1147,0
9347,1/25/2006,11,1092,0
9348,1/25/2006,12,1053,0
9349,1/25/2006,13,1011,0
9350,1/25/2006,14,991,0
9351,1/25/2006,15,967,0
9352,1/25/2006,16,982,0
9353,1/25/2006,17,1058,0
9354,1/25/2006,18,1243,0
9355,1/25/2006,19,1450,0
9356,1/25/2006,20,1486,1
9357,1/25/2006,21,1486,1
9358,1/25/2006,22,1442,0
9359,1/25/2006,23,1328,0
9360,1/25/2006,24,1220,0
9361,1/26/2006,1,1171,0
9362,1/26/2006,2,1173,0
9363,1/26/2006,3,1188,0
9364,1/26/2006,4,1219,0
9365,1/26/2006,5,1291,0
9366,1/26/2006,6,1455,0
9367,1/26/2006,7,1695,0
9368,1/26/2006,8,1720,1
9369,1/26/2006,9,1557,0
9370,1/26/2006,10,1369,0
9371,1/26/2006,11,1222,0
9372,1/26/2006,12,1122,0
9373,1/26/2006,13,1050,0
9374,1/26/2006,14,1001,0
9375,1/26/2006,15,954,0
9376,1/26/2006,16,947,0
9377,1/26/2006,17,993,0
9378,1/26/2006,18,1133,0
9379,1/26/2006,19,1349,0
9380,1/26/2006,20,1424,0
9381,1/26/2006,21,1468,0
9382,1/26/2006,22,1444,0
9383,1/26/2006,23,1345,0
9384,1/26/2006,24,1243,0
9385,1/27/2006,1,1206,0
9386,1/27/2006,2,1214,0
9387,1/27/2006,3,1237,0
9388,1/27/2006,4,1280,0
9389,1/27/2006,5,1359,0
9390,1/27/2006,6,1530,0
9391,1/27/2006,7,1775,0
9392,1/27/2006,8,1807,1
9393,1/27/2006,9,1653,0
9394,1/27/2006,10,1441,0
9395,1/27/2006,11,1259,0
9396,1/27/2006,12,1130,0
9397,1/27/2006,13,1033,0
9398,1/27/2006,14,963,0
9399,1/27/2006,15,920,0
9400,1/27/2006,16,919,0
9401,1/27/2006,17,968,0
9402,1/27/2006,18,1089,0
9403,1/27/2006,19,1280,0
9404,1/27/2006,20,1326,0
9405,1/27/2006,21,1341,0
9406,1/27/2006,22,1342,0
9407,1/27/2006,23,1301,0
9408,1/27/2006,24,1232,0
9409,1/28/2006,1,1188,0
9410,1/28/2006,2,1177,0
9411,1/28/2006,3,1182,0
9412,1/28/2006,4,1187,0
9413,1/28/2006,5,1213,0
9414,1/28/2006,6,1272,0
9415,1/28/2006,7,1355,0
9416,1/28/2006,8,1447,0
9417,1/28/2006,9,1489,1
9418,1/28/2006,10,1385,0
9419,1/28/2006,11,1246,0
9420,1/28/2006,12,1128,0
9421,1/28/2006,13,1019,0
9422,1/28/2006,14,934,0
9423,1/28/2006,15,872,0
9424,1/28/2006,16,857,0
9425,1/28/2006,17,874,0
9426,1/28/2006,18,952,0
9427,1/28/2006,19,1100,0
9428,1/28/2006,20,1126,0
9429,1/28/2006,21,1128,0
9430,1/28/2006,22,1117,0
9431,1/28/2006,23,1063,0
9432,1/28/2006,24,991,0
9433,1/29/2006,1,933,0
9434,1/29/2006,2,892,0
9435,1/29/2006,3,859,0
9436,1/29/2006,4,840,0
9437,1/29/2006,5,832,0
9438,1/29/2006,6,838,0
9439,1/29/2006,7,872,0
9440,1/29/2006,8,947,0
9441,1/29/2006,9,1063,0
9442,1/29/2006,10,1100,1
9443,1/29/2006,11,1053,0
9444,1/29/2006,12,1025,0
9445,1/29/2006,13,1029,0
9446,1/29/2006,14,1000,0
9447,1/29/2006,15,938,0
9448,1/29/2006,16,907,0
9449,1/29/2006,17,906,0
9450,1/29/2006,18,957,0
9451,1/29/2006,19,1078,0
9452,1/29/2006,20,1099,0
9453,1/29/2006,21,1076,0
9454,1/29/2006,22,1002,0
9455,1/29/2006,23,884,0
9456,1/29/2006,24,772,0
9457,1/30/2006,1,700,0
9458,1/30/2006,2,674,0
9459,1/30/2006,3,672,0
9460,1/30/2006,4,687,0
9461,1/30/2006,5,733,0
9462,1/30/2006,6,873,0
9463,1/30/2006,7,1088,0
9464,1/30/2006,8,1128,0
9465,1/30/2006,9,1045,0
9466,1/30/2006,10,1007,0
9467,1/30/2006,11,959,0
9468,1/30/2006,12,908,0
9469,1/30/2006,13,863,0
9470,1/30/2006,14,839,0
9471,1/30/2006,15,814,0
9472,1/30/2006,16,815,0
9473,1/30/2006,17,854,0
9474,1/30/2006,18,959,0
9475,1/30/2006,19,1110,0
9476,1/30/2006,20,1133,1
9477,1/30/2006,21,1105,0
9478,1/30/2006,22,1031,0
9479,1/30/2006,23,916,0
9480,1/30/2006,24,797,0
9481,1/31/2006,1,740,0
9482,1/31/2006,2,745,0
9483,1/31/2006,3,756,0
9484,1/31/2006,4,785,0
9485,1/31/2006,5,846,0
9486,1/31/2006,6,1009,0
9487,1/31/2006,7,1267,0
9488,1/31/2006,8,1313,0
9489,1/31/2006,9,1202,0
9490,1/31/2006,10,1123,0
9491,1/31/2006,11,1054,0
9492,1/31/2006,12,1004,0
9493,1/31/2006,13,944,0
9494,1/31/2006,14,904,0
9495,1/31/2006,15,870,0
9496,1/31/2006,16,870,0
9497,1/31/2006,17,911,0
9498,1/31/2006,18,1048,0
9499,1/31/2006,19,1269,0
9500,1/31/2006,20,1346,0
9501,1/31/2006,21,1347,1
9502,1/31/2006,22,1319,0
9503,1/31/2006,23,1236,0
9504,1/31/2006,24,1143,0
9505,2/1/2006,1,1112,0
9506,2/1/2006,2,1126,0
9507,2/1/2006,3,1154,0
9508,2/1/2006,4,1198,0
9509,2/1/2006,5,1273,0
9510,2/1/2006,6,1450,0
9511,2/1/2006,7,1694,0
9512,2/1/2006,8,1720,1
9513,2/1/2006,9,1551,0
9514,2/1/2006,10,1351,0
9515,2/1/2006,11,1193,0
9516,2/1/2006,12,1088,0
9517,2/1/2006,13,997,0
9518,2/1/2006,14,946,0
9519,2/1/2006,15,910,0
9520,2/1/2006,16,900,0
9521,2/1/2006,17,958,0
9522,2/1/2006,18,1098,0
9523,2/1/2006,19,1280,0
9524,2/1/2006,20,1329,0
9525,2/1/2006,21,1329,0
9526,2/1/2006,22,1312,0
9527,2/1/2006,23,1218,0
9528,2/1/2006,24,1109,0
9529,2/2/2006,1,1062,0
9530,2/2/2006,2,1064,0
9531,2/2/2006,3,1091,0
9532,2/2/2006,4,1133,0
9533,2/2/2006,5,1208,0
9534,2/2/2006,6,1371,0
9535,2/2/2006,7,1598,0
9536,2/2/2006,8,1605,1
9537,2/2/2006,9,1463,0
9538,2/2/2006,10,1347,0
9539,2/2/2006,11,1234,0
9540,2/2/2006,12,1094,0
9541,2/2/2006,13,994,0
9542,2/2/2006,14,961,0
9543,2/2/2006,15,916,0
9544,2/2/2006,16,930,0
9545,2/2/2006,17,1013,0
9546,2/2/2006,18,1125,0
9547,2/2/2006,19,1236,0
9548,2/2/2006,20,1253,0
9549,2/2/2006,21,1228,0
9550,2/2/2006,22,1161,0
9551,2/2/2006,23,1034,0
9552,2/2/2006,24,899,0
9553,2/3/2006,1,826,0
9554,2/3/2006,2,795,0
9555,2/3/2006,3,782,0
9556,2/3/2006,4,785,0
9557,2/3/2006,5,822,0
9558,2/3/2006,6,947,0
9559,2/3/2006,7,1151,0
9560,2/3/2006,8,1175,1
9561,2/3/2006,9,1095,0
9562,2/3/2006,10,1060,0
9563,2/3/2006,11,1018,0
9564,2/3/2006,12,961,0
9565,2/3/2006,13,891,0
9566,2/3/2006,14,836,0
9567,2/3/2006,15,800,0
9568,2/3/2006,16,786,0
9569,2/3/2006,17,799,0
9570,2/3/2006,18,852,0
9571,2/3/2006,19,994,0
9572,2/3/2006,20,1019,0
9573,2/3/2006,21,1014,0
9574,2/3/2006,22,1003,0
9575,2/3/2006,23,962,0
9576,2/3/2006,24,887,0
9577,2/4/2006,1,825,0
9578,2/4/2006,2,783,0
9579,2/4/2006,3,755,0
9580,2/4/2006,4,738,0
9581,2/4/2006,5,740,0
9582,2/4/2006,6,772,0
9583,2/4/2006,7,826,0
9584,2/4/2006,8,899,0
9585,2/4/2006,9,981,0
9586,2/4/2006,10,1030,0
9587,2/4/2006,11,1025,0
9588,2/4/2006,12,982,0
9589,2/4/2006,13,947,0
9590,2/4/2006,14,908,0
9591,2/4/2006,15,874,0
9592,2/4/2006,16,859,0
9593,2/4/2006,17,875,0
9594,2/4/2006,18,933,0
9595,2/4/2006,19,1077,0
9596,2/4/2006,20,1121,0
9597,2/4/2006,21,1132,1
9598,2/4/2006,22,1123,0
9599,2/4/2006,23,1080,0
9600,2/4/2006,24,1016,0
9601,2/5/2006,1,965,0
9602,2/5/2006,2,949,0
9603,2/5/2006,3,957,0
9604,2/5/2006,4,984,0
9605,2/5/2006,5,1023,0
9606,2/5/2006,6,1083,0
9607,2/5/2006,7,1160,0
9608,2/5/2006,8,1279,0
9609,2/5/2006,9,1368,1
9610,2/5/2006,10,1313,0
9611,2/5/2006,11,1230,0
9612,2/5/2006,12,1181,0
9613,2/5/2006,13,1138,0
9614,2/5/2006,14,1087,0
9615,2/5/2006,15,1032,0
9616,2/5/2006,16,1011,0
9617,2/5/2006,17,1040,0
9618,2/5/2006,18,1134,0
9619,2/5/2006,19,1288,0
9620,2/5/2006,20,1328,0
9621,2/5/2006,21,1365,0
9622,2/5/2006,22,1347,0
9623,2/5/2006,23,1317,0
9624,2/5/2006,24,1239,0
9625,2/6/2006,1,1192,0
9626,2/6/2006,2,1195,0
9627,2/6/2006,3,1220,0
9628,2/6/2006,4,1256,0
9629,2/6/2006,5,1328,0
9630,2/6/2006,6,1497,0
9631,2/6/2006,7,1720,0
9632,2/6/2006,8,1727,1
9633,2/6/2006,9,1577,0
9634,2/6/2006,10,1448,0
9635,2/6/2006,11,1300,0
9636,2/6/2006,12,1193,0
9637,2/6/2006,13,1112,0
9638,2/6/2006,14,1061,0
9639,2/6/2006,15,1013,0
9640,2/6/2006,16,1001,0
9641,2/6/2006,17,1096,0
9642,2/6/2006,18,1227,0
9643,2/6/2006,19,1381,0
9644,2/6/2006,20,1407,0
9645,2/6/2006,21,1376,0
9646,2/6/2006,22,1295,0
9647,2/6/2006,23,1161,0
9648,2/6/2006,24,1031,0
9649,2/7/2006,1,960,0
9650,2/7/2006,2,939,0
9651,2/7/2006,3,943,0
9652,2/7/2006,4,966,0
9653,2/7/2006,5,1028,0
9654,2/7/2006,6,1196,0
9655,2/7/2006,7,1433,0
9656,2/7/2006,8,1470,1
9657,2/7/2006,9,1335,0
9658,2/7/2006,10,1208,0
9659,2/7/2006,11,1106,0
9660,2/7/2006,12,1033,0
9661,2/7/2006,13,970,0
9662,2/7/2006,14,931,0
9663,2/7/2006,15,894,0
9664,2/7/2006,16,883,0
9665,2/7/2006,17,920,0
9666,2/7/2006,18,1042,0
9667,2/7/2006,19,1263,0
9668,2/7/2006,20,1367,0
9669,2/7/2006,21,1382,0
9670,2/7/2006,22,1352,0
9671,2/7/2006,23,1272,0
9672,2/7/2006,24,1174,0
9673,2/8/2006,1,1135,0
9674,2/8/2006,2,1144,0
9675,2/8/2006,3,1171,0
9676,2/8/2006,4,1209,0
9677,2/8/2006,5,1281,0
9678,2/8/2006,6,1452,0
9679,2/8/2006,7,1683,0
9680,2/8/2006,8,1695,1
9681,2/8/2006,9,1523,0
9682,2/8/2006,10,1322,0
9683,2/8/2006,11,1177,0
9684,2/8/2006,12,1082,0
9685,2/8/2006,13,1011,0
9686,2/8/2006,14,981,0
9687,2/8/2006,15,968,0
9688,2/8/2006,16,985,0
9689,2/8/2006,17,1036,0
9690,2/8/2006,18,1155,0
9691,2/8/2006,19,1371,0
9692,2/8/2006,20,1441,0
9693,2/8/2006,21,1442,0
9694,2/8/2006,22,1394,0
9695,2/8/2006,23,1275,0
9696,2/8/2006,24,1153,0
9697,2/9/2006,1,1088,0
9698,2/9/2006,2,1067,0
9699,2/9/2006,3,1056,0
9700,2/9/2006,4,1071,0
9701,2/9/2006,5,1132,0
9702,2/9/2006,6,1294,0
9703,2/9/2006,7,1519,0
9704,2/9/2006,8,1554,1
9705,2/9/2006,9,1474,0
9706,2/9/2006,10,1323,0
9707,2/9/2006,11,1205,0
9708,2/9/2006,12,1153,0
9709,2/9/2006,13,1095,0
