"","Trend","Date","Hour","temp7","Z1","Peak","year","Month","week","HM"
"37391",37391,2009-04-07,24,66.7375465820231,NA,NA,2009,4,3,96
"37392",37392,2009-04-08,1,56.3782037330379,NA,NA,2009,4,4,4
"37393",37393,2009-04-08,2,56.8287123010955,NA,NA,2009,4,4,8
"37394",37394,2009-04-08,3,57.2792208691531,NA,NA,2009,4,4,12
"37395",37395,2009-04-08,4,57.7297294372107,NA,NA,2009,4,4,16
"37396",37396,2009-04-08,5,58.1802380052684,NA,NA,2009,4,4,20
"37397",37397,2009-04-08,6,58.630746573326,NA,NA,2009,4,4,24
"37398",37398,2009-04-08,7,59.0812551413836,NA,NA,2009,4,4,28
"37399",37399,2009-04-08,8,59.5317637094413,NA,NA,2009,4,4,32
"37400",37400,2009-04-08,9,59.9822722774989,NA,NA,2009,4,4,36
"37401",37401,2009-04-08,10,60.4327808455565,NA,NA,2009,4,4,40
"37402",37402,2009-04-08,11,60.8832894136142,NA,NA,2009,4,4,44
"37403",37403,2009-04-08,12,61.3337979816718,NA,NA,2009,4,4,48
"37404",37404,2009-04-08,13,61.7843065497294,NA,NA,2009,4,4,52
"37405",37405,2009-04-08,14,62.234815117787,NA,NA,2009,4,4,56
"37406",37406,2009-04-08,15,62.6853236858447,NA,NA,2009,4,4,60
"37407",37407,2009-04-08,16,63.1358322539023,NA,NA,2009,4,4,64
"37408",37408,2009-04-08,17,63.5863408219599,NA,NA,2009,4,4,68
"37409",37409,2009-04-08,18,64.0368493900176,NA,NA,2009,4,4,72
"37410",37410,2009-04-08,19,64.4873579580752,NA,NA,2009,4,4,76
"37411",37411,2009-04-08,20,64.9378665261328,NA,NA,2009,4,4,80
"37412",37412,2009-04-08,21,65.3883750941904,NA,NA,2009,4,4,84
"37413",37413,2009-04-08,22,65.8388836622481,NA,NA,2009,4,4,88
"37414",37414,2009-04-08,23,66.2893922303057,NA,NA,2009,4,4,92
"37415",37415,2009-04-08,24,66.7399007983633,NA,NA,2009,4,4,96
"37416",37416,2009-04-09,1,56.380557949378,NA,NA,2009,4,5,4
"37417",37417,2009-04-09,2,56.8310665174357,NA,NA,2009,4,5,8
"37418",37418,2009-04-09,3,57.2815750854933,NA,NA,2009,4,5,12
"37419",37419,2009-04-09,4,57.7320836535509,NA,NA,2009,4,5,16
"37420",37420,2009-04-09,5,58.1825922216086,NA,NA,2009,4,5,20
"37421",37421,2009-04-09,6,58.6331007896662,NA,NA,2009,4,5,24
"37422",37422,2009-04-09,7,59.0836093577238,NA,NA,2009,4,5,28
"37423",37423,2009-04-09,8,59.5341179257814,NA,NA,2009,4,5,32
"37424",37424,2009-04-09,9,59.9846264938391,NA,NA,2009,4,5,36
"37425",37425,2009-04-09,10,60.4351350618967,NA,NA,2009,4,5,40
"37426",37426,2009-04-09,11,60.8856436299543,NA,NA,2009,4,5,44
"37427",37427,2009-04-09,12,61.336152198012,NA,NA,2009,4,5,48
"37428",37428,2009-04-09,13,61.7866607660696,NA,NA,2009,4,5,52
"37429",37429,2009-04-09,14,62.2371693341272,NA,NA,2009,4,5,56
"37430",37430,2009-04-09,15,62.6876779021849,NA,NA,2009,4,5,60
"37431",37431,2009-04-09,16,63.1381864702425,NA,NA,2009,4,5,64
"37432",37432,2009-04-09,17,63.5886950383001,NA,NA,2009,4,5,68
"37433",37433,2009-04-09,18,64.0392036063577,NA,NA,2009,4,5,72
"37434",37434,2009-04-09,19,64.4897121744154,NA,NA,2009,4,5,76
"37435",37435,2009-04-09,20,64.940220742473,NA,NA,2009,4,5,80
"37436",37436,2009-04-09,21,65.3907293105306,NA,NA,2009,4,5,84
"37437",37437,2009-04-09,22,65.8412378785883,NA,NA,2009,4,5,88
"37438",37438,2009-04-09,23,66.2917464466459,NA,NA,2009,4,5,92
"37439",37439,2009-04-09,24,66.7422550147035,NA,NA,2009,4,5,96
"37440",37440,2009-04-10,1,56.3829121657182,NA,NA,2009,4,6,4
"37441",37441,2009-04-10,2,56.8334207337759,NA,NA,2009,4,6,8
"37442",37442,2009-04-10,3,57.2839293018335,NA,NA,2009,4,6,12
"37443",37443,2009-04-10,4,57.7344378698911,NA,NA,2009,4,6,16
"37444",37444,2009-04-10,5,58.1849464379487,NA,NA,2009,4,6,20
"37445",37445,2009-04-10,6,58.6354550060064,NA,NA,2009,4,6,24
"37446",37446,2009-04-10,7,59.085963574064,NA,NA,2009,4,6,28
"37447",37447,2009-04-10,8,59.5364721421216,NA,NA,2009,4,6,32
"37448",37448,2009-04-10,9,59.9869807101793,NA,NA,2009,4,6,36
"37449",37449,2009-04-10,10,60.4374892782369,NA,NA,2009,4,6,40
"37450",37450,2009-04-10,11,60.8879978462945,NA,NA,2009,4,6,44
"37451",37451,2009-04-10,12,61.3385064143522,NA,NA,2009,4,6,48
"37452",37452,2009-04-10,13,61.7890149824098,NA,NA,2009,4,6,52
"37453",37453,2009-04-10,14,62.2395235504674,NA,NA,2009,4,6,56
"37454",37454,2009-04-10,15,62.690032118525,NA,NA,2009,4,6,60
"37455",37455,2009-04-10,16,63.1405406865827,NA,NA,2009,4,6,64
"37456",37456,2009-04-10,17,63.5910492546403,NA,NA,2009,4,6,68
"37457",37457,2009-04-10,18,64.0415578226979,NA,NA,2009,4,6,72
"37458",37458,2009-04-10,19,64.4920663907556,NA,NA,2009,4,6,76
"37459",37459,2009-04-10,20,64.9425749588132,NA,NA,2009,4,6,80
"37460",37460,2009-04-10,21,65.3930835268708,NA,NA,2009,4,6,84
"37461",37461,2009-04-10,22,65.8435920949284,NA,NA,2009,4,6,88
"37462",37462,2009-04-10,23,66.2941006629861,NA,NA,2009,4,6,92
"37463",37463,2009-04-10,24,66.7446092310437,NA,NA,2009,4,6,96
"37464",37464,2009-04-11,1,56.3852663820584,NA,NA,2009,4,7,4
"37465",37465,2009-04-11,2,56.835774950116,NA,NA,2009,4,7,8
"37466",37466,2009-04-11,3,57.2862835181737,NA,NA,2009,4,7,12
"37467",37467,2009-04-11,4,57.7367920862313,NA,NA,2009,4,7,16
"37468",37468,2009-04-11,5,58.1873006542889,NA,NA,2009,4,7,20
"37469",37469,2009-04-11,6,58.6378092223466,NA,NA,2009,4,7,24
"37470",37470,2009-04-11,7,59.0883177904042,NA,NA,2009,4,7,28
"37471",37471,2009-04-11,8,59.5388263584618,NA,NA,2009,4,7,32
"37472",37472,2009-04-11,9,59.9893349265195,NA,NA,2009,4,7,36
"37473",37473,2009-04-11,10,60.4398434945771,NA,NA,2009,4,7,40
"37474",37474,2009-04-11,11,60.8903520626347,NA,NA,2009,4,7,44
"37475",37475,2009-04-11,12,61.3408606306923,NA,NA,2009,4,7,48
"37476",37476,2009-04-11,13,61.79136919875,NA,NA,2009,4,7,52
"37477",37477,2009-04-11,14,62.2418777668076,NA,NA,2009,4,7,56
"37478",37478,2009-04-11,15,62.6923863348652,NA,NA,2009,4,7,60
"37479",37479,2009-04-11,16,63.1428949029229,NA,NA,2009,4,7,64
"37480",37480,2009-04-11,17,63.5934034709805,NA,NA,2009,4,7,68
"37481",37481,2009-04-11,18,64.0439120390381,NA,NA,2009,4,7,72
"37482",37482,2009-04-11,19,64.4944206070957,NA,NA,2009,4,7,76
"37483",37483,2009-04-11,20,64.9449291751534,NA,NA,2009,4,7,80
"37484",37484,2009-04-11,21,65.395437743211,NA,NA,2009,4,7,84
"37485",37485,2009-04-11,22,65.8459463112686,NA,NA,2009,4,7,88
"37486",37486,2009-04-11,23,66.2964548793263,NA,NA,2009,4,7,92
"37487",37487,2009-04-11,24,66.7469634473839,NA,NA,2009,4,7,96
"37488",37488,2009-04-12,1,56.3876205983986,NA,NA,2009,4,1,4
"37489",37489,2009-04-12,2,56.8381291664562,NA,NA,2009,4,1,8
"37490",37490,2009-04-12,3,57.2886377345139,NA,NA,2009,4,1,12
"37491",37491,2009-04-12,4,57.7391463025715,NA,NA,2009,4,1,16
"37492",37492,2009-04-12,5,58.1896548706291,NA,NA,2009,4,1,20
"37493",37493,2009-04-12,6,58.6401634386868,NA,NA,2009,4,1,24
"37494",37494,2009-04-12,7,59.0906720067444,NA,NA,2009,4,1,28
"37495",37495,2009-04-12,8,59.541180574802,NA,NA,2009,4,1,32
"37496",37496,2009-04-12,9,59.9916891428596,NA,NA,2009,4,1,36
"37497",37497,2009-04-12,10,60.4421977109173,NA,NA,2009,4,1,40
"37498",37498,2009-04-12,11,60.8927062789749,NA,NA,2009,4,1,44
"37499",37499,2009-04-12,12,61.3432148470325,NA,NA,2009,4,1,48
"37500",37500,2009-04-12,13,61.7937234150902,NA,NA,2009,4,1,52
"37501",37501,2009-04-12,14,62.2442319831478,NA,NA,2009,4,1,56
"37502",37502,2009-04-12,15,62.6947405512054,NA,NA,2009,4,1,60
"37503",37503,2009-04-12,16,63.145249119263,NA,NA,2009,4,1,64
"37504",37504,2009-04-12,17,63.5957576873207,NA,NA,2009,4,1,68
"37505",37505,2009-04-12,18,64.0462662553783,NA,NA,2009,4,1,72
"37506",37506,2009-04-12,19,64.4967748234359,NA,NA,2009,4,1,76
"37507",37507,2009-04-12,20,64.9472833914936,NA,NA,2009,4,1,80
"37508",37508,2009-04-12,21,65.3977919595512,NA,NA,2009,4,1,84
"37509",37509,2009-04-12,22,65.8483005276088,NA,NA,2009,4,1,88
"37510",37510,2009-04-12,23,66.2988090956665,NA,NA,2009,4,1,92
"37511",37511,2009-04-12,24,66.7493176637241,NA,NA,2009,4,1,96
"37512",37512,2009-04-13,1,56.3899748147388,NA,NA,2009,4,2,4
"37513",37513,2009-04-13,2,56.8404833827964,NA,NA,2009,4,2,8
"37514",37514,2009-04-13,3,57.290991950854,NA,NA,2009,4,2,12
"37515",37515,2009-04-13,4,57.7415005189117,NA,NA,2009,4,2,16
"37516",37516,2009-04-13,5,58.1920090869693,NA,NA,2009,4,2,20
"37517",37517,2009-04-13,6,58.6425176550269,NA,NA,2009,4,2,24
"37518",37518,2009-04-13,7,59.0930262230846,NA,NA,2009,4,2,28
"37519",37519,2009-04-13,8,59.5435347911422,NA,NA,2009,4,2,32
"37520",37520,2009-04-13,9,59.9940433591998,NA,NA,2009,4,2,36
"37521",37521,2009-04-13,10,60.4445519272575,NA,NA,2009,4,2,40
"37522",37522,2009-04-13,11,60.8950604953151,NA,NA,2009,4,2,44
"37523",37523,2009-04-13,12,61.3455690633727,NA,NA,2009,4,2,48
"37524",37524,2009-04-13,13,61.7960776314304,NA,NA,2009,4,2,52
"37525",37525,2009-04-13,14,62.246586199488,NA,NA,2009,4,2,56
"37526",37526,2009-04-13,15,62.6970947675456,NA,NA,2009,4,2,60
"37527",37527,2009-04-13,16,63.1476033356032,NA,NA,2009,4,2,64
"37528",37528,2009-04-13,17,63.5981119036609,NA,NA,2009,4,2,68
"37529",37529,2009-04-13,18,64.0486204717185,NA,NA,2009,4,2,72
"37530",37530,2009-04-13,19,64.4991290397761,NA,NA,2009,4,2,76
"37531",37531,2009-04-13,20,64.9496376078338,NA,NA,2009,4,2,80
"37532",37532,2009-04-13,21,65.4001461758914,NA,NA,2009,4,2,84
"37533",37533,2009-04-13,22,65.850654743949,NA,NA,2009,4,2,88
"37534",37534,2009-04-13,23,66.3011633120066,NA,NA,2009,4,2,92
"37535",37535,2009-04-13,24,66.7516718800643,NA,NA,2009,4,2,96
"37536",37536,2009-04-14,1,56.392329031079,NA,NA,2009,4,3,4
"37537",37537,2009-04-14,2,56.8428375991366,NA,NA,2009,4,3,8
"37538",37538,2009-04-14,3,57.2933461671942,NA,NA,2009,4,3,12
"37539",37539,2009-04-14,4,57.7438547352519,NA,NA,2009,4,3,16
"37540",37540,2009-04-14,5,58.1943633033095,NA,NA,2009,4,3,20
"37541",37541,2009-04-14,6,58.6448718713671,NA,NA,2009,4,3,24
"37542",37542,2009-04-14,7,59.0953804394248,NA,NA,2009,4,3,28
"37543",37543,2009-04-14,8,59.5458890074824,NA,NA,2009,4,3,32
"37544",37544,2009-04-14,9,59.99639757554,NA,NA,2009,4,3,36
"37545",37545,2009-04-14,10,60.4469061435976,NA,NA,2009,4,3,40
"37546",37546,2009-04-14,11,60.8974147116553,NA,NA,2009,4,3,44
"37547",37547,2009-04-14,12,61.3479232797129,NA,NA,2009,4,3,48
"37548",37548,2009-04-14,13,61.7984318477705,NA,NA,2009,4,3,52
"37549",37549,2009-04-14,14,62.2489404158282,NA,NA,2009,4,3,56
"37550",37550,2009-04-14,15,62.6994489838858,NA,NA,2009,4,3,60
"37551",37551,2009-04-14,16,63.1499575519434,NA,NA,2009,4,3,64
"37552",37552,2009-04-14,17,63.6004661200011,NA,NA,2009,4,3,68
"37553",37553,2009-04-14,18,64.0509746880587,NA,NA,2009,4,3,72
"37554",37554,2009-04-14,19,64.5014832561163,NA,NA,2009,4,3,76
"37555",37555,2009-04-14,20,64.9519918241739,NA,NA,2009,4,3,80
"37556",37556,2009-04-14,21,65.4025003922316,NA,NA,2009,4,3,84
"37557",37557,2009-04-14,22,65.8530089602892,NA,NA,2009,4,3,88
"37558",37558,2009-04-14,23,66.3035175283468,NA,NA,2009,4,3,92
"37559",37559,2009-04-14,24,66.7540260964045,NA,NA,2009,4,3,96
"37560",37560,2009-04-15,1,56.3946832474192,NA,NA,2009,4,4,4
"37561",37561,2009-04-15,2,56.8451918154768,NA,NA,2009,4,4,8
"37562",37562,2009-04-15,3,57.2957003835344,NA,NA,2009,4,4,12
"37563",37563,2009-04-15,4,57.7462089515921,NA,NA,2009,4,4,16
"37564",37564,2009-04-15,5,58.1967175196497,NA,NA,2009,4,4,20
"37565",37565,2009-04-15,6,58.6472260877073,NA,NA,2009,4,4,24
"37566",37566,2009-04-15,7,59.0977346557649,NA,NA,2009,4,4,28
"37567",37567,2009-04-15,8,59.5482432238226,NA,NA,2009,4,4,32
"37568",37568,2009-04-15,9,59.9987517918802,NA,NA,2009,4,4,36
"37569",37569,2009-04-15,10,60.4492603599378,NA,NA,2009,4,4,40
"37570",37570,2009-04-15,11,60.8997689279955,NA,NA,2009,4,4,44
"37571",37571,2009-04-15,12,61.3502774960531,NA,NA,2009,4,4,48
"37572",37572,2009-04-15,13,61.8007860641107,NA,NA,2009,4,4,52
"37573",37573,2009-04-15,14,62.2512946321684,NA,NA,2009,4,4,56
"37574",37574,2009-04-15,15,62.701803200226,NA,NA,2009,4,4,60
"37575",37575,2009-04-15,16,63.1523117682836,NA,NA,2009,4,4,64
"37576",37576,2009-04-15,17,63.6028203363412,NA,NA,2009,4,4,68
"37577",37577,2009-04-15,18,64.0533289043989,NA,NA,2009,4,4,72
"37578",37578,2009-04-15,19,64.5038374724565,NA,NA,2009,4,4,76
"37579",37579,2009-04-15,20,64.9543460405141,NA,NA,2009,4,4,80
"37580",37580,2009-04-15,21,65.4048546085718,NA,NA,2009,4,4,84
"37581",37581,2009-04-15,22,65.8553631766294,NA,NA,2009,4,4,88
"37582",37582,2009-04-15,23,66.305871744687,NA,NA,2009,4,4,92
"37583",37583,2009-04-15,24,66.7563803127446,NA,NA,2009,4,4,96
"37584",37584,2009-04-16,1,56.3970374637594,NA,NA,2009,4,5,4
"37585",37585,2009-04-16,2,56.847546031817,NA,NA,2009,4,5,8
"37586",37586,2009-04-16,3,57.2980545998746,NA,NA,2009,4,5,12
"37587",37587,2009-04-16,4,57.7485631679322,NA,NA,2009,4,5,16
"37588",37588,2009-04-16,5,58.1990717359899,NA,NA,2009,4,5,20
"37589",37589,2009-04-16,6,58.6495803040475,NA,NA,2009,4,5,24
"37590",37590,2009-04-16,7,59.1000888721051,NA,NA,2009,4,5,28
"37591",37591,2009-04-16,8,59.5505974401628,NA,NA,2009,4,5,32
"37592",37592,2009-04-16,9,60.0011060082204,NA,NA,2009,4,5,36
"37593",37593,2009-04-16,10,60.451614576278,NA,NA,2009,4,5,40
"37594",37594,2009-04-16,11,60.9021231443357,NA,NA,2009,4,5,44
"37595",37595,2009-04-16,12,61.3526317123933,NA,NA,2009,4,5,48
"37596",37596,2009-04-16,13,61.8031402804509,NA,NA,2009,4,5,52
"37597",37597,2009-04-16,14,62.2536488485085,NA,NA,2009,4,5,56
"37598",37598,2009-04-16,15,62.7041574165662,NA,NA,2009,4,5,60
"37599",37599,2009-04-16,16,63.1546659846238,NA,NA,2009,4,5,64
"37600",37600,2009-04-16,17,63.6051745526814,NA,NA,2009,4,5,68
"37601",37601,2009-04-16,18,64.0556831207391,NA,NA,2009,4,5,72
"37602",37602,2009-04-16,19,64.5061916887967,NA,NA,2009,4,5,76
"37603",37603,2009-04-16,20,64.9567002568543,NA,NA,2009,4,5,80
"37604",37604,2009-04-16,21,65.4072088249119,NA,NA,2009,4,5,84
"37605",37605,2009-04-16,22,65.8577173929696,NA,NA,2009,4,5,88
"37606",37606,2009-04-16,23,66.3082259610272,NA,NA,2009,4,5,92
"37607",37607,2009-04-16,24,66.7587345290848,NA,NA,2009,4,5,96
"37608",37608,2009-04-17,1,56.3993916800995,NA,NA,2009,4,6,4
"37609",37609,2009-04-17,2,56.8499002481572,NA,NA,2009,4,6,8
"37610",37610,2009-04-17,3,57.3004088162148,NA,NA,2009,4,6,12
"37611",37611,2009-04-17,4,57.7509173842724,NA,NA,2009,4,6,16
"37612",37612,2009-04-17,5,58.2014259523301,NA,NA,2009,4,6,20
"37613",37613,2009-04-17,6,58.6519345203877,NA,NA,2009,4,6,24
"37614",37614,2009-04-17,7,59.1024430884453,NA,NA,2009,4,6,28
"37615",37615,2009-04-17,8,59.5529516565029,NA,NA,2009,4,6,32
"37616",37616,2009-04-17,9,60.0034602245606,NA,NA,2009,4,6,36
"37617",37617,2009-04-17,10,60.4539687926182,NA,NA,2009,4,6,40
"37618",37618,2009-04-17,11,60.9044773606758,NA,NA,2009,4,6,44
"37619",37619,2009-04-17,12,61.3549859287335,NA,NA,2009,4,6,48
"37620",37620,2009-04-17,13,61.8054944967911,NA,NA,2009,4,6,52
"37621",37621,2009-04-17,14,62.2560030648487,NA,NA,2009,4,6,56
"37622",37622,2009-04-17,15,62.7065116329064,NA,NA,2009,4,6,60
"37623",37623,2009-04-17,16,63.157020200964,NA,NA,2009,4,6,64
"37624",37624,2009-04-17,17,63.6075287690216,NA,NA,2009,4,6,68
"37625",37625,2009-04-17,18,64.0580373370792,NA,NA,2009,4,6,72
"37626",37626,2009-04-17,19,64.5085459051369,NA,NA,2009,4,6,76
"37627",37627,2009-04-17,20,64.9590544731945,NA,NA,2009,4,6,80
"37628",37628,2009-04-17,21,65.4095630412521,NA,NA,2009,4,6,84
"37629",37629,2009-04-17,22,65.8600716093098,NA,NA,2009,4,6,88
"37630",37630,2009-04-17,23,66.3105801773674,NA,NA,2009,4,6,92
"37631",37631,2009-04-17,24,66.761088745425,NA,NA,2009,4,6,96
"37632",37632,2009-04-18,1,56.4017458964397,NA,NA,2009,4,7,4
"37633",37633,2009-04-18,2,56.8522544644974,NA,NA,2009,4,7,8
"37634",37634,2009-04-18,3,57.302763032555,NA,NA,2009,4,7,12
"37635",37635,2009-04-18,4,57.7532716006126,NA,NA,2009,4,7,16
"37636",37636,2009-04-18,5,58.2037801686702,NA,NA,2009,4,7,20
"37637",37637,2009-04-18,6,58.6542887367279,NA,NA,2009,4,7,24
"37638",37638,2009-04-18,7,59.1047973047855,NA,NA,2009,4,7,28
"37639",37639,2009-04-18,8,59.5553058728431,NA,NA,2009,4,7,32
"37640",37640,2009-04-18,9,60.0058144409008,NA,NA,2009,4,7,36
"37641",37641,2009-04-18,10,60.4563230089584,NA,NA,2009,4,7,40
"37642",37642,2009-04-18,11,60.906831577016,NA,NA,2009,4,7,44
"37643",37643,2009-04-18,12,61.3573401450737,NA,NA,2009,4,7,48
"37644",37644,2009-04-18,13,61.8078487131313,NA,NA,2009,4,7,52
"37645",37645,2009-04-18,14,62.2583572811889,NA,NA,2009,4,7,56
"37646",37646,2009-04-18,15,62.7088658492465,NA,NA,2009,4,7,60
"37647",37647,2009-04-18,16,63.1593744173042,NA,NA,2009,4,7,64
"37648",37648,2009-04-18,17,63.6098829853618,NA,NA,2009,4,7,68
"37649",37649,2009-04-18,18,64.0603915534194,NA,NA,2009,4,7,72
"37650",37650,2009-04-18,19,64.5109001214771,NA,NA,2009,4,7,76
"37651",37651,2009-04-18,20,64.9614086895347,NA,NA,2009,4,7,80
"37652",37652,2009-04-18,21,65.4119172575923,NA,NA,2009,4,7,84
"37653",37653,2009-04-18,22,65.86242582565,NA,NA,2009,4,7,88
"37654",37654,2009-04-18,23,66.3129343937076,NA,NA,2009,4,7,92
"37655",37655,2009-04-18,24,66.7634429617652,NA,NA,2009,4,7,96
"37656",37656,2009-04-19,1,56.4041001127799,NA,NA,2009,4,1,4
"37657",37657,2009-04-19,2,56.8546086808376,NA,NA,2009,4,1,8
"37658",37658,2009-04-19,3,57.3051172488952,NA,NA,2009,4,1,12
"37659",37659,2009-04-19,4,57.7556258169528,NA,NA,2009,4,1,16
"37660",37660,2009-04-19,5,58.2061343850104,NA,NA,2009,4,1,20
"37661",37661,2009-04-19,6,58.6566429530681,NA,NA,2009,4,1,24
"37662",37662,2009-04-19,7,59.1071515211257,NA,NA,2009,4,1,28
"37663",37663,2009-04-19,8,59.5576600891833,NA,NA,2009,4,1,32
"37664",37664,2009-04-19,9,60.008168657241,NA,NA,2009,4,1,36
"37665",37665,2009-04-19,10,60.4586772252986,NA,NA,2009,4,1,40
"37666",37666,2009-04-19,11,60.9091857933562,NA,NA,2009,4,1,44
"37667",37667,2009-04-19,12,61.3596943614138,NA,NA,2009,4,1,48
"37668",37668,2009-04-19,13,61.8102029294715,NA,NA,2009,4,1,52
"37669",37669,2009-04-19,14,62.2607114975291,NA,NA,2009,4,1,56
"37670",37670,2009-04-19,15,62.7112200655867,NA,NA,2009,4,1,60
"37671",37671,2009-04-19,16,63.1617286336444,NA,NA,2009,4,1,64
"37672",37672,2009-04-19,17,63.612237201702,NA,NA,2009,4,1,68
"37673",37673,2009-04-19,18,64.0627457697596,NA,NA,2009,4,1,72
"37674",37674,2009-04-19,19,64.5132543378172,NA,NA,2009,4,1,76
"37675",37675,2009-04-19,20,64.9637629058749,NA,NA,2009,4,1,80
"37676",37676,2009-04-19,21,65.4142714739325,NA,NA,2009,4,1,84
"37677",37677,2009-04-19,22,65.8647800419901,NA,NA,2009,4,1,88
"37678",37678,2009-04-19,23,66.3152886100478,NA,NA,2009,4,1,92
"37679",37679,2009-04-19,24,66.7657971781054,NA,NA,2009,4,1,96
"37680",37680,2009-04-20,1,56.4064543291201,NA,NA,2009,4,2,4
"37681",37681,2009-04-20,2,56.8569628971777,NA,NA,2009,4,2,8
"37682",37682,2009-04-20,3,57.3074714652354,NA,NA,2009,4,2,12
"37683",37683,2009-04-20,4,57.757980033293,NA,NA,2009,4,2,16
"37684",37684,2009-04-20,5,58.2084886013506,NA,NA,2009,4,2,20
"37685",37685,2009-04-20,6,58.6589971694083,NA,NA,2009,4,2,24
"37686",37686,2009-04-20,7,59.1095057374659,NA,NA,2009,4,2,28
"37687",37687,2009-04-20,8,59.5600143055235,NA,NA,2009,4,2,32
"37688",37688,2009-04-20,9,60.0105228735811,NA,NA,2009,4,2,36
"37689",37689,2009-04-20,10,60.4610314416388,NA,NA,2009,4,2,40
"37690",37690,2009-04-20,11,60.9115400096964,NA,NA,2009,4,2,44
"37691",37691,2009-04-20,12,61.362048577754,NA,NA,2009,4,2,48
"37692",37692,2009-04-20,13,61.8125571458117,NA,NA,2009,4,2,52
"37693",37693,2009-04-20,14,62.2630657138693,NA,NA,2009,4,2,56
"37694",37694,2009-04-20,15,62.7135742819269,NA,NA,2009,4,2,60
"37695",37695,2009-04-20,16,63.1640828499846,NA,NA,2009,4,2,64
"37696",37696,2009-04-20,17,63.6145914180422,NA,NA,2009,4,2,68
"37697",37697,2009-04-20,18,64.0650999860998,NA,NA,2009,4,2,72
"37698",37698,2009-04-20,19,64.5156085541574,NA,NA,2009,4,2,76
"37699",37699,2009-04-20,20,64.9661171222151,NA,NA,2009,4,2,80
"37700",37700,2009-04-20,21,65.4166256902727,NA,NA,2009,4,2,84
"37701",37701,2009-04-20,22,65.8671342583303,NA,NA,2009,4,2,88
"37702",37702,2009-04-20,23,66.317642826388,NA,NA,2009,4,2,92
"37703",37703,2009-04-20,24,66.7681513944456,NA,NA,2009,4,2,96
"37704",37704,2009-04-21,1,56.4088085454603,NA,NA,2009,4,3,4
"37705",37705,2009-04-21,2,56.8593171135179,NA,NA,2009,4,3,8
"37706",37706,2009-04-21,3,57.3098256815756,NA,NA,2009,4,3,12
"37707",37707,2009-04-21,4,57.7603342496332,NA,NA,2009,4,3,16
"37708",37708,2009-04-21,5,58.2108428176908,NA,NA,2009,4,3,20
"37709",37709,2009-04-21,6,58.6613513857484,NA,NA,2009,4,3,24
"37710",37710,2009-04-21,7,59.1118599538061,NA,NA,2009,4,3,28
"37711",37711,2009-04-21,8,59.5623685218637,NA,NA,2009,4,3,32
"37712",37712,2009-04-21,9,60.0128770899213,NA,NA,2009,4,3,36
"37713",37713,2009-04-21,10,60.463385657979,NA,NA,2009,4,3,40
"37714",37714,2009-04-21,11,60.9138942260366,NA,NA,2009,4,3,44
"37715",37715,2009-04-21,12,61.3644027940942,NA,NA,2009,4,3,48
"37716",37716,2009-04-21,13,61.8149113621519,NA,NA,2009,4,3,52
"37717",37717,2009-04-21,14,62.2654199302095,NA,NA,2009,4,3,56
"37718",37718,2009-04-21,15,62.7159284982671,NA,NA,2009,4,3,60
"37719",37719,2009-04-21,16,63.1664370663247,NA,NA,2009,4,3,64
"37720",37720,2009-04-21,17,63.6169456343824,NA,NA,2009,4,3,68
"37721",37721,2009-04-21,18,64.06745420244,NA,NA,2009,4,3,72
"37722",37722,2009-04-21,19,64.5179627704976,NA,NA,2009,4,3,76
"37723",37723,2009-04-21,20,64.9684713385553,NA,NA,2009,4,3,80
"37724",37724,2009-04-21,21,65.4189799066129,NA,NA,2009,4,3,84
"37725",37725,2009-04-21,22,65.8694884746705,NA,NA,2009,4,3,88
"37726",37726,2009-04-21,23,66.3199970427281,NA,NA,2009,4,3,92
"37727",37727,2009-04-21,24,66.7705056107858,NA,NA,2009,4,3,96
"37728",37728,2009-04-22,1,56.4111627618005,NA,NA,2009,4,4,4
"37729",37729,2009-04-22,2,56.8616713298581,NA,NA,2009,4,4,8
"37730",37730,2009-04-22,3,57.3121798979157,NA,NA,2009,4,4,12
"37731",37731,2009-04-22,4,57.7626884659734,NA,NA,2009,4,4,16
"37732",37732,2009-04-22,5,58.213197034031,NA,NA,2009,4,4,20
"37733",37733,2009-04-22,6,58.6637056020886,NA,NA,2009,4,4,24
"37734",37734,2009-04-22,7,59.1142141701463,NA,NA,2009,4,4,28
"37735",37735,2009-04-22,8,59.5647227382039,NA,NA,2009,4,4,32
"37736",37736,2009-04-22,9,60.0152313062615,NA,NA,2009,4,4,36
"37737",37737,2009-04-22,10,60.4657398743191,NA,NA,2009,4,4,40
"37738",37738,2009-04-22,11,60.9162484423768,NA,NA,2009,4,4,44
"37739",37739,2009-04-22,12,61.3667570104344,NA,NA,2009,4,4,48
"37740",37740,2009-04-22,13,61.817265578492,NA,NA,2009,4,4,52
"37741",37741,2009-04-22,14,62.2677741465497,NA,NA,2009,4,4,56
"37742",37742,2009-04-22,15,62.7182827146073,NA,NA,2009,4,4,60
"37743",37743,2009-04-22,16,63.1687912826649,NA,NA,2009,4,4,64
"37744",37744,2009-04-22,17,63.6192998507226,NA,NA,2009,4,4,68
"37745",37745,2009-04-22,18,64.0698084187802,NA,NA,2009,4,4,72
"37746",37746,2009-04-22,19,64.5203169868378,NA,NA,2009,4,4,76
"37747",37747,2009-04-22,20,64.9708255548954,NA,NA,2009,4,4,80
"37748",37748,2009-04-22,21,65.4213341229531,NA,NA,2009,4,4,84
