"","Trend","Date","Hour","temp7","Z1","Peak","year","Month","week","HM","T2","T3","TH","T2H","T3H","TM","T2M","T3M"
"35624",35624,2009-01-24,8,57.10245925,823.406180278861,NA,2009,1,7,8,3260.69085239791,186193.466525899,456.819674,26085.5268191833,1489547.7322072,57.10245925,3260.69085239791,186193.466525899
"35625",35625,2009-01-24,9,57.55296782,832.73361371051,NA,2009,1,7,9,3312.34410488996,190635.233677498,517.97671038,29811.0969440096,1715717.10309748,57.55296782,3312.34410488996,190635.233677498
"35626",35626,2009-01-24,10,58.00347639,842.444895144678,NA,2009,1,7,10,3364.40327332529,195147.085830762,580.0347639,33644.0327332529,1951470.85830762,58.00347639,3364.40327332529,195147.085830762
"35627",35627,2009-01-24,11,58.45398496,852.556312255065,NA,2009,1,7,11,3416.86835770391,199729.571591524,642.99383456,37585.551934743,2197025.28750676,58.45398496,3416.86835770391,199729.571591524
"35628",35628,2009-01-24,12,58.90449352,863.084657303582,NA,2009,1,7,12,3469.73935684772,204383.239461526,706.85392224,41636.8722821727,2452598.87353831,58.90449352,3469.73935684772,204383.239461526
"35629",35629,2009-01-24,13,59.35500209,874.047226929803,NA,2009,1,7,13,3523.0162731039,209108.638253186,771.61502717,45799.2115503508,2718412.29729142,59.35500209,3523.0162731039,209108.638253186
"35630",35630,2009-01-24,14,59.80551066,885.461822478871,NA,2009,1,7,14,3576.69910530337,213906.316469833,837.27714924,50073.7874742472,2994688.43057767,59.80551066,3576.69910530337,213906.316469833
"35631",35631,2009-01-24,15,60.25601923,897.346749775022,NA,2009,1,7,15,3630.78785344613,218776.8227173,903.84028845,54461.8178016919,3281652.34075951,60.25601923,3630.78785344613,218776.8227173
"35632",35632,2009-01-24,16,60.7065278,909.720819180126,NA,2009,1,7,16,3685.28251753217,223720.705601421,971.3044448,58964.5202805148,3579531.28962273,60.7065278,3685.28251753217,223720.705601421
"35633",35633,2009-01-24,17,61.15703637,922.603345593688,NA,2009,1,7,17,3740.1830975615,228738.513728028,1039.66961829,63583.1126585455,3888554.73337648,61.15703637,3740.1830975615,228738.513728028
"35634",35634,2009-01-24,18,61.60754493,936.014148449485,NA,2009,1,7,18,3795.48959230197,233830.795589091,1108.93580874,68318.8126614354,4208954.32060364,61.60754493,3795.48959230197,233830.795589091
"35635",35635,2009-01-24,19,62.0580535,949.973551718939,NA,2009,1,7,19,3851.20200420886,238998.100016501,1179.1030165,73172.8380799684,4540963.90031352,62.0580535,3851.20200420886,238998.100016501
"35636",35636,2009-01-24,20,62.50856207,964.502383920848,NA,2009,1,7,20,3907.32033205904,244240.975503886,1250.1712414,78146.4066411809,4884819.51007771,62.50856207,3907.32033205904,244240.975503886
"35637",35637,2009-01-24,21,62.95907064,979.621978105255,NA,2009,1,7,21,3963.84457585251,249559.970657079,1322.14048344,83240.7360929027,5240759.38379866,62.95907064,3963.84457585251,249559.970657079
"35638",35638,2009-01-24,22,63.40957921,995.354171859837,NA,2009,1,7,22,4020.77473558926,254955.634081914,1395.01074262,88457.0441829638,5609023.94980211,63.40957921,4020.77473558926,254955.634081914
"35639",35639,2009-01-24,23,63.86008777,1011.72130725264,NA,2009,1,7,23,4078.1108099921,260428.514261882,1468.78201871,93796.5486298184,5989855.82802328,63.86008777,4078.1108099921,260428.514261882
"35640",35640,2009-01-24,24,64.31059634,1028.74623104929,NA,2009,1,7,24,4135.85280160642,265979.160045769,1543.45431216,99260.4672385541,6383499.84109845,64.31059634,4135.85280160642,265979.160045769
"35641",35641,2009-01-25,1,53.95125349,766.605723196471,NA,2009,1,1,1,2910.73775314224,157037.95036269,53.95125349,2910.73775314224,157037.95036269,53.95125349,2910.73775314224,157037.95036269
"35642",35642,2009-01-25,2,54.40176206,773.661226274932,NA,2009,1,1,2,2959.55171523286,161004.828216363,108.80352412,5919.10343046571,322009.656432725,54.40176206,2959.55171523286,161004.828216363
"35643",35643,2009-01-25,3,54.85227063,781.000736249854,NA,2009,1,1,3,3008.77159326676,165037.953697725,164.55681189,9026.31477980028,495113.861093174,54.85227063,3008.77159326676,165037.953697725
"35644",35644,2009-01-25,4,55.3027792,788.637011008916,NA,2009,1,1,4,3058.39738724395,169137.875412609,221.2111168,12233.5895489758,676551.501650437,55.3027792,3058.39738724395,169137.875412609
"35645",35645,2009-01-25,5,55.75328776,796.583313078414,NA,2009,1,1,5,3108.42909604937,173305.141873597,278.7664388,15542.1454802468,866525.709367985,55.75328776,3108.42909604937,173305.141873597
"35646",35646,2009-01-25,6,56.20379633,804.853409212848,NA,2009,1,1,6,3158.86672190412,177540.301871514,337.22277798,18953.2003314247,1065241.81122908,56.20379633,3158.86672190412,177540.301871514
"35647",35647,2009-01-25,7,56.6543049,813.461571020042,NA,2009,1,1,7,3209.71026370216,181843.903920442,396.5801343,22467.9718459151,1272907.32744309,56.6543049,3209.71026370216,181843.903920442
"35648",35648,2009-01-25,8,57.10481347,822.422574538205,NA,2009,1,1,8,3260.95972144349,186216.496626214,456.83850776,26087.677771548,1489731.97300971,57.10481347,3260.95972144349,186216.496626214
"35649",35649,2009-01-25,9,57.55532204,831.75170034319,NA,2009,1,1,9,3312.61509512811,190658.628594664,517.99789836,29813.535856153,1715927.65735197,57.55532204,3312.61509512811,190658.628594664
"35650",35650,2009-01-25,10,58.00583061,841.464733548477,NA,2009,1,1,10,3364.67638475601,195170.848431624,580.0583061,33646.7638475601,1951708.48431624,58.00583061,3364.67638475601,195170.848431624
"35651",35651,2009-01-25,11,58.45633917,851.577963863699,NA,2009,1,1,11,3417.14358915808,199753.704640416,643.01973087,37588.5794807388,2197290.75104457,58.45633917,3417.14358915808,199753.704640416
"35652",35652,2009-01-25,12,58.90684774,862.108185352614,NA,2009,1,1,12,3470.01671066354,204407.746030313,706.88217288,41640.2005279625,2452892.95236376,58.90684774,3470.01671066354,204407.746030313
"35653",35653,2009-01-25,13,59.35735631,873.072696807821,NA,2009,1,1,13,3523.2957481123,209133.52110621,771.64563203,45802.8447254599,2718735.77438072,59.35735631,3523.2957481123,209133.52110621
"35654",35654,2009-01-25,14,59.80786488,884.489301493337,NA,2009,1,1,14,3576.98070150434,213931.578473939,837.31010832,50077.7298210607,2995042.09863515,59.80786488,3576.98070150434,213931.578473939
"35655",35655,2009-01-25,15,60.25837345,896.376307210818,NA,2009,1,1,15,3631.07157083967,218802.466739335,903.87560175,54466.073562595,3282037.00109002,60.25837345,3631.07157083967,218802.466739335
"35656",35656,2009-01-25,16,60.70888201,908.752526315349,NA,2009,1,1,16,3685.5683549041,223746.734397663,971.34211216,58969.0936784656,3579947.75036261,60.70888201,3685.5683549041,223746.734397663
"35657",35657,2009-01-25,17,61.15939058,921.637275642819,NA,2009,1,1,17,3740.47105611699,228764.930274244,1039.70963986,63588.0079539889,3889003.81466215,61.15939058,3740.47105611699,228764.930274244
"35658",35658,2009-01-25,18,61.60989915,935.050376632711,NA,2009,1,1,18,3795.77967327317,233857.60286598,1108.9781847,68324.0341189171,4209436.85158764,61.60989915,3795.77967327317,233857.60286598
"35659",35659,2009-01-25,19,62.06040772,949.012155237214,NA,2009,1,1,19,3851.49420637264,239025.300778704,1179.14774668,73178.3899210801,4541480.71479537,62.06040772,3851.49420637264,239025.300778704
"35660",35660,2009-01-25,20,62.51091629,963.543441946151,NA,2009,1,1,20,3907.61465541539,244268.572618248,1250.2183258,78152.2931083077,4885371.45236497,62.51091629,3907.61465541539,244268.572618248
"35661",35661,2009-01-25,21,62.96142485,978.665571752289,NA,2009,1,1,21,3964.1410191422,249587.966871524,1322.18992185,83246.9614019861,5241347.304302,62.96142485,3964.1410191422,249587.966871524
"35662",35662,2009-01-25,22,63.41193342,994.40038427899,NA,2009,1,1,22,4021.07330006251,254984.032380504,1395.06253524,88463.6126013753,5609648.71237108,63.41193342,4021.07330006251,254984.032380504
"35663",35663,2009-01-25,23,63.86244199,1010.77022360505,NA,2009,1,1,23,4078.41149692612,260457.317633793,1468.83616577,93803.4644293007,5990518.30557724,63.86244199,4078.41149692612,260457.317633793
"35664",35664,2009-01-25,24,64.31295056,1027.79793837084,NA,2009,1,1,24,4136.155609733,266008.371237225,1543.51081344,99267.7346335921,6384200.90969341,64.31295056,4136.155609733,266008.371237225
"35665",35665,2009-01-26,1,53.95360771,766.779829192807,NA,2009,1,2,1,2910.99178492457,157058.508810853,53.95360771,2910.99178492457,157058.508810853,53.95360771,2910.99178492457,157058.508810853
"35666",35666,2009-01-26,2,54.40411628,773.836664359076,NA,2009,1,2,2,2959.80786820776,161025.731428434,108.80823256,5919.61573641552,322051.462856868,54.40411628,2959.80786820776,161025.731428434
"35667",35667,2009-01-26,3,54.85462485,781.177551984543,NA,2009,1,2,3,3009.02986743424,165059.20454055,164.56387455,9027.08960230271,495177.613621651,54.85462485,3009.02986743424,165059.20454055
"35668",35668,2009-01-26,4,55.30513341,788.815252041524,NA,2009,1,2,4,3058.6577814979,169159.476661276,221.22053364,12234.6311259916,676637.906645104,55.30513341,3058.6577814979,169159.476661276
"35669",35669,2009-01-26,5,55.75564198,796.763028712049,NA,2009,1,2,5,3108.69161260194,173327.096578463,278.7782099,15543.4580630097,866635.482892313,55.75564198,3108.69161260194,173327.096578463
"35670",35670,2009-01-26,6,56.20615055,805.034651049752,NA,2009,1,2,6,3159.13135964927,177562.612807673,337.2369033,18954.7881578956,1065375.67684604,56.20615055,3159.13135964927,177562.612807673
"35671",35671,2009-01-26,7,56.65665912,813.644392532628,NA,2009,1,2,7,3209.97702263988,181866.57395474,396.59661384,22469.8391584792,1273066.01768318,56.65665912,3209.97702263988,181866.57395474
"35672",35672,2009-01-26,8,57.10716769,822.607031176309,NA,2009,1,2,8,3261.22860157378,186239.528625498,456.85734152,26089.8288125902,1489916.22900398,57.10716769,3261.22860157378,186239.528625498
"35673",35673,2009-01-26,9,57.55767625,831.937849607687,NA,2009,1,2,9,3312.88609529981,190682.025326393,518.01908625,29815.9748576983,1716138.22793754,57.55767625,3312.88609529981,190682.025326393
"35674",35674,2009-01-26,10,58.00818482,841.652634762973,NA,2009,1,2,10,3364.94950611128,195194.612860471,580.0818482,33649.4950611128,1951946.12860471,58.00818482,3364.94950611128,195194.612860471
"35675",35675,2009-01-26,11,58.45869339,851.767678351513,NA,2009,1,2,11,3417.41883286603,199777.839735727,643.04562729,37591.6071615263,2197556.237093,58.45869339,3417.41883286603,199777.839735727
"35676",35676,2009-01-26,12,58.90920196,862.299776539474,NA,2009,1,2,12,3470.29407556407,204432.254557995,706.91042352,41643.5289067688,2453187.05469594,58.90920196,3470.29407556407,204432.254557995
"35677",35677,2009-01-26,13,59.35971053,873.266230030658,NA,2009,1,2,13,3523.57523420539,209158.405933109,771.67623689,45806.4780446701,2719059.27713042,59.35971053,3523.57523420539,209158.405933109
"35678",35678,2009-01-26,14,59.81021909,884.684844100222,NA,2009,1,2,14,3577.2623075938,213956.842359584,837.34306726,50081.6723063132,2995395.79303418,59.81021909,3577.2623075938,213956.842359584
"35679",35679,2009-01-26,15,60.26072766,896.573928450969,NA,2009,1,2,15,3631.35529811269,218828.112656267,903.9109149,54470.3294716903,3282421.689844,60.26072766,3631.35529811269,218828.112656267
"35680",35680,2009-01-26,16,60.71123623,908.952297441857,NA,2009,1,2,16,3685.85420457486,223772.765323283,971.37977968,58973.6672731978,3580364.24517253,60.71123623,3685.85420457486,223772.765323283
"35681",35681,2009-01-26,17,61.1617448,921.839269927223,NA,2009,1,2,17,3740.75902698033,228791.348966467,1039.7496616,63592.9034586656,3889452.93242994,61.1617448,3740.75902698033,228791.348966467
"35682",35682,2009-01-26,18,61.61225337,935.254669299038,NA,2009,1,2,18,3796.06976532908,233884.412191651,1109.02056066,68329.2557759234,4209919.41944973,61.61225337,3796.06976532908,233884.412191651
"35683",35683,2009-01-26,19,62.06276193,949.218823473373,NA,2009,1,2,19,3851.78641837986,239052.503489116,1179.19247667,73183.9419492173,4541997.56629321,62.06276193,3851.78641837986,239052.503489116
"35684",35684,2009-01-26,20,62.5132705,963.752564934123,NA,2009,1,2,20,3907.90898860617,244296.171694119,1250.26541,78158.1797721234,4885923.43388238,62.5132705,3907.90898860617,244296.171694119
"35685",35685,2009-01-26,21,62.96377907,978.877230682711,NA,2009,1,2,21,3964.43747477577,249615.96529861,1322.23936047,83253.1869702912,5241935.27127082,62.96377907,3964.43747477577,249615.96529861
"35686",35686,2009-01-26,22,63.41428764,994.614662261645,NA,2009,1,2,22,4021.37187688866,255012.432908424,1395.11432808,88470.1812915504,5610273.52398533,63.41428764,4021.37187688866,255012.432908424
"35687",35687,2009-01-26,23,63.86479621,1010.98720575107,NA,2009,1,2,23,4078.71219494483,260486.123129393,1468.89031283,93810.3804837311,5991180.83197605,63.86479621,4078.71219494483,260486.123129393
"35688",35688,2009-01-26,24,64.31530477,1028.01771169955,NA,2009,1,2,24,4136.45842765798,266037.584443258,1543.56731448,99275.0022637916,6384902.0266382,64.31530477,4136.45842765798,266037.584443258
"35689",35689,2009-01-27,1,53.95596193,766.953941459715,NA,2009,1,3,1,2911.24582779161,157079.069053195,53.95596193,2911.24582779161,157079.069053195,53.95596193,2911.24582779161,157079.069053195
"35690",35690,2009-01-27,2,54.40647049,774.012108964119,NA,2009,1,3,2,2960.06403117924,161046.636360864,108.81294098,5920.12806235848,322093.272721728,54.40647049,2960.06403117924,161046.636360864
"35691",35691,2009-01-27,3,54.85697906,781.354374372396,NA,2009,1,3,3,3009.28815158928,165080.457117239,164.57093718,9027.86445476784,495241.371351718,54.85697906,3009.28815158928,165080.457117239
"35692",35692,2009-01-27,4,55.30748763,788.993499651812,NA,2009,1,3,4,3058.9181879426,169181.079840818,221.22995052,12235.6727517704,676724.31936327,55.30748763,3058.9181879426,169181.079840818
"35693",35693,2009-01-27,5,55.7579962,796.942751182508,NA,2009,1,3,5,3108.95414023921,173349.053137432,278.789981,15544.7707011961,866745.265687162,55.7579962,3108.95414023921,173349.053137432
"35694",35694,2009-01-27,6,56.20850477,805.215899882265,NA,2009,1,3,6,3159.39600847911,177584.925612917,337.25102862,18956.3760508747,1065509.5536775,56.20850477,3159.39600847911,177584.925612917
"35695",35695,2009-01-27,7,56.65901333,813.827221294227,NA,2009,1,3,7,3210.24379152912,181889.245776798,396.61309331,22471.7065407038,1273224.72043759,56.65901333,3210.24379152912,181889.245776798
"35696",35696,2009-01-27,8,57.1095219,822.791495229041,NA,2009,1,3,8,3261.49749164658,186262.562425985,456.8761752,26091.9799331726,1490100.49940788,57.1095219,3261.49749164658,186262.562425985
"35697",35697,2009-01-27,9,57.56003047,832.124006311825,NA,2009,1,3,9,3313.15710770733,190705.424071531,518.04027423,29818.413969366,1716348.81664378,57.56003047,3313.15710770733,190705.424071531
"35698",35698,2009-01-27,10,58.01053904,841.840543610894,NA,2009,1,3,10,3365.22263971136,195218.379319268,580.1053904,33652.2263971136,1952183.79319268,58.01053904,3365.22263971136,195218.379319268
"35699",35699,2009-01-27,11,58.46104761,851.957400732197,NA,2009,1,3,11,3417.69408765869,199801.97677503,643.07152371,37594.6349642456,2197821.74452533,58.46104761,3417.69408765869,199801.97677503
"35700",35700,2009-01-27,12,58.91155617,862.491375869794,NA,2009,1,3,12,3470.57145037106,204456.764940533,706.93867404,41646.8574044528,2453481.1792864,58.91155617,3470.57145037106,204456.764940533
"35701",35701,2009-01-27,13,59.36206474,873.45977159571,NA,2009,1,3,13,3523.85473019595,209183.292628247,771.70684162,45810.1114925474,2719382.80416721,59.36206474,3523.85473019595,209183.292628247
"35702",35702,2009-01-27,14,59.81257331,884.880395187239,NA,2009,1,3,14,3577.54392596412,213982.108341474,837.37602634,50085.6149634977,2995749.51678064,59.81257331,3577.54392596412,213982.108341474
"35703",35703,2009-01-27,15,60.26308188,896.771558400868,NA,2009,1,3,15,3631.63903767558,218853.760686048,903.9462282,54474.5855651338,3282806.41029072,60.26308188,3631.63903767558,218853.760686048
"35704",35704,2009-01-27,16,60.71359045,909.152077530716,NA,2009,1,3,16,3686.14006533033,223798.798267802,971.4174472,58978.2410452853,3580780.77228483,60.71359045,3686.14006533033,223798.798267802
"35705",35705,2009-01-27,17,61.16409901,922.041273414816,NA,2009,1,3,17,3741.04700770508,228817.769580338,1039.78968317,63597.7991309864,3889902.08286575,61.16409901,3741.04700770508,228817.769580338
"35706",35706,2009-01-27,18,61.61460758,935.458971400243,NA,2009,1,3,18,3796.35986723739,233911.223452293,1109.06293644,68334.4776102731,4210402.02214127,61.61460758,3796.35986723739,233911.223452293
"35707",35707,2009-01-27,19,62.06511615,949.425501409739,NA,2009,1,3,19,3852.07864271299,239079.708378916,1179.23720685,73189.4942115468,4542514.45919941,62.06511615,3852.07864271299,239079.708378916
"35708",35708,2009-01-27,20,62.51562472,963.961697887957,NA,2009,1,3,20,3908.20333413187,244323.772966041,1250.3124944,78164.0666826375,4886475.45932082,62.51562472,3908.20333413187,244323.772966041
"35709",35709,2009-01-27,21,62.96613329,979.08889981719,NA,2009,1,3,21,3964.73394149405,249643.965819501,1322.28879909,83259.412771375,5242523.28220952,62.96613329,3964.73394149405,249643.965819501
"35710",35710,2009-01-27,22,63.41664185,994.828950671455,NA,2009,1,3,22,4021.67046353117,255040.83542448,1395.1661207,88476.7501976858,5610898.37933856,63.41664185,4021.67046353117,255040.83542448
"35711",35711,2009-01-27,23,63.86715042,1011.20419858865,NA,2009,1,3,23,4079.01290277091,260514.93062639,1468.94445966,93817.2967637308,5991843.40440698,63.86715042,4079.01290277091,260514.93062639
"35712",35712,2009-01-27,24,64.31765899,1028.23749612917,NA,2009,1,3,24,4136.76125795393,266066.799912124,1543.62381576,99282.2701908943,6385603.19789098,64.31765899,4136.76125795393,266066.799912124
"35713",35713,2009-01-28,1,53.95831614,767.128060122069,NA,2009,1,4,1,2911.49988066418,157099.63100245,53.95831614,2911.49988066418,157099.63100245,53.95831614,2911.49988066418,157099.63100245
"35714",35714,2009-01-28,2,54.40882471,774.187559852002,NA,2009,1,4,2,2960.32020632351,161067.543191327,108.81764942,5920.64041264701,322135.086382653,54.40882471,2960.32020632351,161067.543191327
"35715",35715,2009-01-28,3,54.85933328,781.531203187078,NA,2009,1,4,3,3009.54644792612,165101.711608419,164.57799984,9028.63934377835,495305.134825257,54.85933328,3009.54644792612,165101.711608419
"35716",35716,2009-01-28,4,55.30984185,789.171753947225,NA,2009,1,4,4,3059.17860547201,169202.68485956,221.2393674,12236.714421888,676810.739438242,55.30984185,3059.17860547201,169202.68485956
"35717",35717,2009-01-28,5,55.76035041,797.122480590902,NA,2009,1,4,5,3109.21667784599,173371.011457308,278.80175205,15546.0833892299,866855.057286542,55.76035041,3109.21667784599,173371.011457308
"35718",35718,2009-01-28,6,56.21085898,805.397155805031,NA,2009,1,4,6,3159.66066726945,177607.240192536,337.26515388,18957.9640036167,1065643.44115521,56.21085898,3159.66066726945,177607.240192536
"35719",35719,2009-01-28,7,56.66136755,814.010057129601,NA,2009,1,4,7,3210.51057263619,181911.9195793,396.62957285,22473.5740084533,1273383.4370551,56.66136755,3210.51057263619,181911.9195793
"35720",35720,2009-01-28,8,57.11187612,822.975966535075,NA,2009,1,4,8,3261.76639394623,186285.598223436,456.89500896,26094.1311515698,1490284.78578749,57.11187612,3261.76639394623,186285.598223436
"35721",35721,2009-01-28,9,57.56238469,832.310170529549,NA,2009,1,4,9,3313.42813119955,190728.824730776,518.06146221,29820.8531807959,1716559.42257698,57.56238469,3313.42813119955,190728.824730776
"35722",35722,2009-01-28,10,58.01289325,842.028460224875,NA,2009,1,4,10,3365.4957832359,195242.147606189,580.1289325,33654.957832359,1952421.47606189,58.01289325,3365.4957832359,195242.147606189
"35723",35723,2009-01-28,11,58.46340182,852.147131064485,NA,2009,1,4,11,3417.96935236678,199826.115655864,643.09742002,37597.6628760346,2198087.27221451,58.46340182,3417.96935236678,199826.115655864
"35724",35724,2009-01-28,12,58.91391039,862.682983242936,NA,2009,1,4,12,3470.84883744095,204481.277386232,706.96692468,41650.1860492914,2453775.32863478,58.91391039,3470.84883744095,204481.277386232
"35725",35725,2009-01-28,13,59.36441896,873.653321418861,NA,2009,1,4,13,3524.13423845841,209208.181403125,771.73744648,45813.7450999593,2719706.35824063,59.36441896,3524.13423845841,209208.181403125
"35726",35726,2009-01-28,14,59.81492753,885.075954788526,NA,2009,1,4,14,3577.82555541915,214007.376312379,837.40898542,50089.5577758681,2996103.2683733,59.81492753,3577.82555541915,214007.376312379
"35727",35727,2009-01-28,15,60.26543609,896.969197110658,NA,2009,1,4,15,3631.92278711787,218879.410610867,903.98154135,54478.8418067681,3283191.159163,60.26543609,3631.92278711787,218879.410610867
"35728",35728,2009-01-28,16,60.71594466,909.351866598024,NA,2009,1,4,16,3686.42593595618,223824.833120704,971.45511456,58982.8149752989,3581197.32993127,60.71594466,3686.42593595618,223824.833120704
"35729",35729,2009-01-28,17,61.16645323,922.243286093442,NA,2009,1,4,17,3741.33500073778,228844.192340389,1039.82970491,63602.6950125422,3890351.26978662,61.16645323,3741.33500073778,228844.192340389
"35730",35730,2009-01-28,18,61.6169618,935.663282943713,NA,2009,1,4,18,3796.64998146266,233938.036875755,1109.1053124,68339.6996663279,4210884.6637636,61.6169618,3796.64998146266,233938.036875755
"35731",35731,2009-01-28,19,62.06747037,949.63218903328,NA,2009,1,4,19,3852.37087813083,239106.915332636,1179.28193703,73195.0466844857,4543031.39132009,62.06747037,3852.37087813083,239106.915332636
"35732",35732,2009-01-28,20,62.51797893,964.170840760165,NA,2009,1,4,20,3908.49768949192,244351.37619961,1250.3595786,78169.9537898385,4887027.5239922,62.51797893,3908.49768949192,244351.37619961
"35733",35733,2009-01-28,21,62.9684875,979.300579121404,NA,2009,1,4,21,3965.03041803766,249671.968315324,1322.3382375,83265.6387787908,5243111.3346218,62.9684875,3965.03041803766,249671.968315324
"35734",35734,2009-01-28,22,63.41899607,995.043249600718,NA,2009,1,4,22,4021.96906252668,255069.240170041,1395.21791354,88483.3193755869,5611523.2837409,63.41899607,4021.96906252668,255069.240170041
"35735",35735,2009-01-28,23,63.86950464,1011.42120223308,NA,2009,1,4,23,4079.31362295898,260543.740369594,1468.99860672,93824.2133280566,5992506.02850066,63.86950464,4079.31362295898,260543.740369594
"35736",35736,2009-01-28,24,64.32001321,1028.45729159109,NA,2009,1,4,24,4137.06409933457,266096.017519817,1543.68031704,99289.5383840298,6386304.4204756,64.32001321,4137.06409933457,266096.017519817
"35737",35737,2009-01-29,1,53.96067036,767.302184930529,NA,2009,1,5,1,2911.75394570058,157120.194833378,53.96067036,2911.75394570058,157120.194833378,53.96067036,2911.75394570058,157120.194833378
"35738",35738,2009-01-29,2,54.41117893,774.363017142012,NA,2009,1,5,2,2960.57639255248,161088.451831107,108.82235786,5921.15278510495,322176.903662213,54.41117893,2960.57639255248,161088.451831107
"35739",35739,2009-01-29,3,54.86168749,781.708038655231,NA,2009,1,5,3,3009.80475425042,165122.967833603,164.58506247,9029.41426275127,495368.903500809,54.86168749,3009.80475425042,165122.967833603
"35740",35740,2009-01-29,4,55.31219606,789.350015035097,NA,2009,1,5,4,3059.43903297988,169224.2916258,221.24878424,12237.7561319195,676897.166503199,55.31219606,3059.43903297988,169224.2916258
"35741",35741,2009-01-29,5,55.76270463,797.302216735628,NA,2009,1,5,5,3109.47922765262,173392.971724714,278.81352315,15547.3961382631,866964.858623569,55.76270463,3109.47922765262,173392.971724714
"35742",35742,2009-01-29,6,56.2132132,805.578418629436,NA,2009,1,5,6,3159.92533826865,177629.556736178,337.2792792,18959.5520296119,1065777.34041707,56.2132132,3159.92533826865,177629.556736178
"35743",35743,2009-01-29,7,56.66372177,814.192900126764,NA,2009,1,5,7,3210.77736482797,181934.595266026,396.64605239,22475.4415537958,1273542.16686218,56.66372177,3210.77736482797,181934.595266026
"35744",35744,2009-01-29,8,57.11423033,823.160445256217,NA,2009,1,5,8,3262.03530618829,186308.63582223,456.91384264,26096.2824495063,1490469.08657784,57.11423033,3262.03530618829,186308.63582223
"35745",35745,2009-01-29,9,57.5647389,832.496342334678,NA,2009,1,5,9,3313.69916462517,190752.227204796,518.0826501,29823.2924816266,1716770.04484317,57.5647389,3313.69916462517,190752.227204796
"35746",35746,2009-01-29,10,58.01524747,842.21638447296,NA,2009,1,5,10,3365.76893900534,195265.917923234,580.1524747,33657.6893900534,1952659.17923234,58.01524747,3365.76893900534,195265.917923234
"35747",35747,2009-01-29,11,58.46575604,852.336869231846,NA,2009,1,5,11,3418.2446293288,199850.256583378,643.12331644,37600.6909226168,2198352.82241715,58.46575604,3418.2446293288,199850.256583378
"35748",35748,2009-01-29,12,58.91626461,862.874598709751,NA,2009,1,5,12,3471.12623559554,204505.79179106,706.99517532,41653.5148271465,2454069.50149272,58.91626461,3471.12623559554,204505.79179106
"35749",35749,2009-01-29,13,59.36677317,873.846879584879,NA,2009,1,5,13,3524.41375661823,209233.072046382,771.76805121,45817.378836037,2720029.93660297,59.36677317,3524.41375661823,209233.072046382
"35750",35750,2009-01-29,14,59.81728174,885.271522938077,NA,2009,1,5,14,3578.10719476254,214032.646165032,837.44194436,50093.5007266755,2996457.04631044,59.81728174,3578.10719476254,214032.646165032
"35751",35751,2009-01-29,15,60.26779031,897.166844531064,NA,2009,1,5,15,3632.20654885013,218905.062648708,904.01685465,54483.098232752,3283575.93973063,60.26779031,3632.20654885013,218905.062648708
"35752",35752,2009-01-29,16,60.71829888,909.551664612792,NA,2009,1,5,16,3686.71181888101,223850.870103246,971.49278208,58987.3891020961,3581613.92165193,60.71829888,3686.71181888101,223850.870103246
"35753",35753,2009-01-29,17,61.16880745,922.445307969847,NA,2009,1,5,17,3741.62300485518,228870.617134477,1039.86972665,63607.591082538,3890800.4912861,61.16880745,3741.62300485518,228870.617134477
"35754",35754,2009-01-29,18,61.61931602,935.867603926452,NA,2009,1,5,18,3796.94010677263,233964.852348235,1109.14768836,68344.9219219073,4211367.34226823,61.61931602,3796.94010677263,233964.852348235
"35755",35755,2009-01-29,19,62.06982458,949.838886330805,NA,2009,1,5,19,3852.66312339197,239134.124234775,1179.32666702,73200.5993444475,4543548.36046072,62.06982458,3852.66312339197,239134.124234775
"35756",35756,2009-01-29,20,62.52033315,964.379993599293,NA,2009,1,5,20,3908.79205718699,244378.981629404,1250.406663,78175.8411437398,4887579.63258809,62.52033315,3908.79205718699,244378.981629404
"35757",35757,2009-01-29,21,62.97084172,979.512268665469,NA,2009,1,5,21,3965.32690692529,249699.97302405,1322.38767612,83271.8650454312,5243699.43350505,62.97084172,3965.32690692529,249699.97302405
"35758",35758,2009-01-29,22,63.42135029,995.257559004092,NA,2009,1,5,22,4022.26767260688,255097.647024544,1395.26970638,88489.8887973514,5612148.23453997,63.42135029,4022.26767260688,255097.647024544
"35759",35759,2009-01-29,23,63.87185886,1011.63821662756,NA,2009,1,5,23,4079.61435423176,260572.552236721,1469.05275378,93831.1301473305,5993168.70144458,63.87185886,4079.61435423176,260572.552236721
"35760",35760,2009-01-29,24,64.32236742,1028.67709801654,NA,2009,1,5,24,4137.36695051348,266125.237142293,1543.73681808,99296.8068123235,6387005.69141503,64.32236742,4137.36695051348,266125.237142293
"35761",35761,2009-01-30,1,53.96302457,767.476316134672,NA,2009,1,6,1,2912.00802074242,157140.76037136,53.96302457,2912.00802074242,157140.76037136,53.96302457,2912.00802074242,157140.76037136
"35762",35762,2009-01-30,2,54.41353314,774.538480953329,NA,2009,1,6,2,2960.83258877788,161109.362191457,108.82706628,5921.66517755576,322218.724382914,54.41353314,2960.83258877788,161109.362191457
"35763",35763,2009-01-30,3,54.86404171,781.88488055063,NA,2009,1,6,3,3010.06307275662,165144.22597345,164.59212513,9030.18921826986,495432.67792035,54.86404171,3010.06307275662,165144.22597345
