Date,Trend,Hour,Load
12/7/2005,8170,10,255.385
12/7/2005,8171,11,224.619
12/7/2005,8172,12,198.847
12/7/2005,8173,13,181.985
12/7/2005,8174,14,170.57
12/7/2005,8175,15,165.927
12/7/2005,8176,16,173.395
12/7/2005,8177,17,197.013
12/7/2005,8178,18,249.548
12/7/2005,8179,19,280.712
12/7/2005,8180,20,285.411
12/7/2005,8181,21,286.604
12/7/2005,8182,22,276.929
12/7/2005,8183,23,248.758
12/7/2005,8184,24,219.319
12/8/2005,8185,1,203.734
12/8/2005,8186,2,199.756
12/8/2005,8187,3,200.242
12/8/2005,8188,4,202.947
12/8/2005,8189,5,211.949
12/8/2005,8190,6,238.316
12/8/2005,8191,7,279.751
12/8/2005,8192,8,278.068
12/8/2005,8193,9,256.288
12/8/2005,8194,10,245.066
12/8/2005,8195,11,235.51
12/8/2005,8196,12,220.699
12/8/2005,8197,13,218.494
12/8/2005,8198,14,218.354
12/8/2005,8199,15,220.072
12/8/2005,8200,16,232.418
12/8/2005,8201,17,253.506
12/8/2005,8202,18,291.777
12/8/2005,8203,19,309.769
12/8/2005,8204,20,310.512
12/8/2005,8205,21,302.407
12/8/2005,8206,22,284.557
12/8/2005,8207,23,253.571
12/8/2005,8208,24,223.089
12/9/2005,8209,1,206.275
12/9/2005,8210,2,201.4
12/9/2005,8211,3,201.685
12/9/2005,8212,4,205.103
12/9/2005,8213,5,211.435
12/9/2005,8214,6,234.336
12/9/2005,8215,7,268.372
12/9/2005,8216,8,272.249
12/9/2005,8217,9,255.74
12/9/2005,8218,10,236.705
12/9/2005,8219,11,216.443
12/9/2005,8220,12,201.025
12/9/2005,8221,13,188.643
12/9/2005,8222,14,178.557
12/9/2005,8223,15,174.676
12/9/2005,8224,16,178.659
12/9/2005,8225,17,198.334
12/9/2005,8226,18,245.593
12/9/2005,8227,19,271.366
12/9/2005,8228,20,275.956
12/9/2005,8229,21,279.353
12/9/2005,8230,22,277.674
12/9/2005,8231,23,266.902
12/9/2005,8232,24,249.514
12/10/2005,8233,1,238.209
12/10/2005,8234,2,235.663
12/10/2005,8235,3,238.617
12/10/2005,8236,4,244.119
12/10/2005,8237,5,252.784
12/10/2005,8238,6,266.061
12/10/2005,8239,7,283.266
12/10/2005,8240,8,302.521
12/10/2005,8241,9,310.969
12/10/2005,8242,10,290.377
12/10/2005,8243,11,263.246
12/10/2005,8244,12,236.553
12/10/2005,8245,13,214.154
12/10/2005,8246,14,198.383
12/10/2005,8247,15,189.214
12/10/2005,8248,16,189.587
12/10/2005,8249,17,206.035
12/10/2005,8250,18,244.054
12/10/2005,8251,19,262.651
12/10/2005,8252,20,264.615
12/10/2005,8253,21,265.028
12/10/2005,8254,22,260.23
12/10/2005,8255,23,248.897
12/10/2005,8256,24,229.073
12/11/2005,8257,1,212.99
12/11/2005,8258,2,206.061
12/11/2005,8259,3,205.661
12/11/2005,8260,4,209.022
12/11/2005,8261,5,215.297
12/11/2005,8262,6,225.585
12/11/2005,8263,7,242.165
12/11/2005,8264,8,265.179
12/11/2005,8265,9,282.872
12/11/2005,8266,10,267.349
12/11/2005,8267,11,235.708
12/11/2005,8268,12,214.034
12/11/2005,8269,13,205.011
12/11/2005,8270,14,196.028
12/11/2005,8271,15,188.372
12/11/2005,8272,16,189.039
12/11/2005,8273,17,204.173
12/11/2005,8274,18,243.958
12/11/2005,8275,19,269.201
12/11/2005,8276,20,276.386
12/11/2005,8277,21,275.622
12/11/2005,8278,22,261.514
12/11/2005,8279,23,237.877
12/11/2005,8280,24,211.772
12/12/2005,8281,1,196.589
12/12/2005,8282,2,193.767
12/12/2005,8283,3,196.133
12/12/2005,8284,4,201.605
12/12/2005,8285,5,212.856
12/12/2005,8286,6,242.289
12/12/2005,8287,7,286.833
12/12/2005,8288,8,286.992
12/12/2005,8289,9,259.952
12/12/2005,8290,10,235.671
12/12/2005,8291,11,214.889
12/12/2005,8292,12,198.383
12/12/2005,8293,13,183.252
12/12/2005,8294,14,173.384
12/12/2005,8295,15,170.842
12/12/2005,8296,16,176.076
12/12/2005,8297,17,198.572
12/12/2005,8298,18,246.984
12/12/2005,8299,19,270.565
12/12/2005,8300,20,273.643
12/12/2005,8301,21,272.495
12/12/2005,8302,22,259.317
12/12/2005,8303,23,232.762
12/12/2005,8304,24,207.313
12/13/2005,8305,1,195.576
12/13/2005,8306,2,196.7
12/13/2005,8307,3,202.09
12/13/2005,8308,4,209.578
12/13/2005,8309,5,222.76
12/13/2005,8310,6,253.82
12/13/2005,8311,7,300.22
12/13/2005,8312,8,300.194
12/13/2005,8313,9,269.637
12/13/2005,8314,10,244.249
12/13/2005,8315,11,223.65
12/13/2005,8316,12,204.351
12/13/2005,8317,13,190.329
12/13/2005,8318,14,180.727
12/13/2005,8319,15,175.382
12/13/2005,8320,16,180.296
12/13/2005,8321,17,204.546
12/13/2005,8322,18,263.683
12/13/2005,8323,19,301.107
12/13/2005,8324,20,312.525
12/13/2005,8325,21,316.369
12/13/2005,8326,22,305.737
12/13/2005,8327,23,279.368
12/13/2005,8328,24,251.288
12/14/2005,8329,1,238.077
12/14/2005,8330,2,236.479
12/14/2005,8331,3,237.591
12/14/2005,8332,4,240.772
12/14/2005,8333,5,249.628
12/14/2005,8334,6,275.306
12/14/2005,8335,7,315.897
12/14/2005,8336,8,311.536
12/14/2005,8337,9,289.031
12/14/2005,8338,10,274.176
12/14/2005,8339,11,263.485
12/14/2005,8340,12,252.194
12/14/2005,8341,13,243.811
12/14/2005,8342,14,238.122
12/14/2005,8343,15,242.65
12/14/2005,8344,16,252.58
12/14/2005,8345,17,271.875
12/14/2005,8346,18,312.935
12/14/2005,8347,19,332.262
12/14/2005,8348,20,327.848
12/14/2005,8349,21,321.928
12/14/2005,8350,22,305.256
12/14/2005,8351,23,271.684
12/14/2005,8352,24,238.515
12/15/2005,8353,1,220.591
12/15/2005,8354,2,214.2
12/15/2005,8355,3,214.651
12/15/2005,8356,4,220.021
12/15/2005,8357,5,232.076
12/15/2005,8358,6,257.071
12/15/2005,8359,7,286.296
12/15/2005,8360,8,297.163
12/15/2005,8361,9,299.891
12/15/2005,8362,10,300.368
12/15/2005,8363,11,298.027
12/15/2005,8364,12,294.795
12/15/2005,8365,13,286.288
12/15/2005,8366,14,275.184
12/15/2005,8367,15,264.157
12/15/2005,8368,16,264.945
12/15/2005,8369,17,279.016
12/15/2005,8370,18,310.757
12/15/2005,8371,19,318.693
12/15/2005,8372,20,312.164
12/15/2005,8373,21,298.699
12/15/2005,8374,22,277.183
12/15/2005,8375,23,248.655
12/15/2005,8376,24,223.214
12/16/2005,8377,1,209.416
12/16/2005,8378,2,205.917
12/16/2005,8379,3,206.357
12/16/2005,8380,4,209.577
12/16/2005,8381,5,219.484
12/16/2005,8382,6,245.146
12/16/2005,8383,7,283.752
12/16/2005,8384,8,292.598
12/16/2005,8385,9,275.353
12/16/2005,8386,10,248.966
12/16/2005,8387,11,222.385
12/16/2005,8388,12,201.152
12/16/2005,8389,13,187.232
12/16/2005,8390,14,176.098
12/16/2005,8391,15,174.113
12/16/2005,8392,16,180.358
12/16/2005,8393,17,199.844
12/16/2005,8394,18,245.607
12/16/2005,8395,19,269.055
12/16/2005,8396,20,269.43
12/16/2005,8397,21,268.625
12/16/2005,8398,22,264.155
12/16/2005,8399,23,252.998
12/16/2005,8400,24,232.764
12/17/2005,8401,1,218.955
12/17/2005,8402,2,211.398
12/17/2005,8403,3,207.521
12/17/2005,8404,4,205.328
12/17/2005,8405,5,207.102
12/17/2005,8406,6,213.327
12/17/2005,8407,7,226.215
12/17/2005,8408,8,242.304
12/17/2005,8409,9,260.765
12/17/2005,8410,10,261.256
12/17/2005,8411,11,251.242
12/17/2005,8412,12,239.405
12/17/2005,8413,13,229.422
12/17/2005,8414,14,222.497
12/17/2005,8415,15,220.097
12/17/2005,8416,16,223.651
12/17/2005,8417,17,236.797
12/17/2005,8418,18,266.993
12/17/2005,8419,19,275.271
12/17/2005,8420,20,271.198
12/17/2005,8421,21,267.709
12/17/2005,8422,22,259.788
12/17/2005,8423,23,245.13
12/17/2005,8424,24,222.599
12/18/2005,8425,1,203.361
12/18/2005,8426,2,193.917
12/18/2005,8427,3,191.324
12/18/2005,8428,4,192.448
12/18/2005,8429,5,195.204
12/18/2005,8430,6,201.062
12/18/2005,8431,7,213.5
12/18/2005,8432,8,236.455
12/18/2005,8433,9,265.467
12/18/2005,8434,10,263.955
12/18/2005,8435,11,242.966
12/18/2005,8436,12,228.683
12/18/2005,8437,13,219.703
12/18/2005,8438,14,209.57
12/18/2005,8439,15,198.581
12/18/2005,8440,16,193.755
12/18/2005,8441,17,205.469
12/18/2005,8442,18,246.418
12/18/2005,8443,19,271.915
12/18/2005,8444,20,284.496
12/18/2005,8445,21,293.831
12/18/2005,8446,22,287.647
12/18/2005,8447,23,264.354
12/18/2005,8448,24,237.13
12/19/2005,8449,1,220.092
12/19/2005,8450,2,215.793
12/19/2005,8451,3,216.533
12/19/2005,8452,4,221.277
12/19/2005,8453,5,233.77
12/19/2005,8454,6,263.642
12/19/2005,8455,7,306.625
12/19/2005,8456,8,308.466
12/19/2005,8457,9,282.807
12/19/2005,8458,10,253.445
12/19/2005,8459,11,224.625
12/19/2005,8460,12,203.448
12/19/2005,8461,13,185.824
12/19/2005,8462,14,174.904
12/19/2005,8463,15,168.761
12/19/2005,8464,16,172.269
12/19/2005,8465,17,193.397
12/19/2005,8466,18,247.831
12/19/2005,8467,19,286.232
12/19/2005,8468,20,295.749
12/19/2005,8469,21,298.525
12/19/2005,8470,22,289.628
12/19/2005,8471,23,263.873
12/19/2005,8472,24,235.825
12/20/2005,8473,1,221.413
12/20/2005,8474,2,219.926
12/20/2005,8475,3,222.841
12/20/2005,8476,4,229.708
12/20/2005,8477,5,243.381
12/20/2005,8478,6,274.516
12/20/2005,8479,7,320.567
12/20/2005,8480,8,322.417
12/20/2005,8481,9,293.627
12/20/2005,8482,10,264.549
12/20/2005,8483,11,238.92
12/20/2005,8484,12,218.816
12/20/2005,8485,13,202.225
12/20/2005,8486,14,189.008
12/20/2005,8487,15,181.335
12/20/2005,8488,16,184.802
12/20/2005,8489,17,205.475
12/20/2005,8490,18,261.582
12/20/2005,8491,19,302.239
12/20/2005,8492,20,314.064
12/20/2005,8493,21,318.016
12/20/2005,8494,22,310.535
12/20/2005,8495,23,284.103
12/20/2005,8496,24,253.915
12/21/2005,8497,1,235.779
12/21/2005,8498,2,228.265
12/21/2005,8499,3,228.392
12/21/2005,8500,4,233.279
12/21/2005,8501,5,245.235
12/21/2005,8502,6,274.055
12/21/2005,8503,7,316.61
12/21/2005,8504,8,322.734
12/21/2005,8505,9,300.838
12/21/2005,8506,10,271.786
12/21/2005,8507,11,247.296
12/21/2005,8508,12,224.007
12/21/2005,8509,13,205.796
12/21/2005,8510,14,192.787
12/21/2005,8511,15,186.461
12/21/2005,8512,16,189.805
12/21/2005,8513,17,210.439
12/21/2005,8514,18,267.003
12/21/2005,8515,19,306.91
12/21/2005,8516,20,316.481
12/21/2005,8517,21,321.372
12/21/2005,8518,22,316.175
12/21/2005,8519,23,294.665
12/21/2005,8520,24,269.831
12/22/2005,8521,1,256.459
12/22/2005,8522,2,254.104
12/22/2005,8523,3,257.775
12/22/2005,8524,4,263.875
12/22/2005,8525,5,275.989
12/22/2005,8526,6,302.229
12/22/2005,8527,7,335.576
12/22/2005,8528,8,341.503
12/22/2005,8529,9,322.54
12/22/2005,8530,10,288.367
12/22/2005,8531,11,253.98
12/22/2005,8532,12,224.819
12/22/2005,8533,13,204.023
12/22/2005,8534,14,189.178
12/22/2005,8535,15,181.016
12/22/2005,8536,16,180.127
12/22/2005,8537,17,195.102
12/22/2005,8538,18,247.182
12/22/2005,8539,19,284.916
12/22/2005,8540,20,295.279
12/22/2005,8541,21,299.632
12/22/2005,8542,22,299.358
12/22/2005,8543,23,283.34
12/22/2005,8544,24,262.569
12/23/2005,8545,1,248.773
12/23/2005,8546,2,245.691
12/23/2005,8547,3,247.532
12/23/2005,8548,4,252.83
12/23/2005,8549,5,263.412
12/23/2005,8550,6,282.311
12/23/2005,8551,7,304.88
12/23/2005,8552,8,320.502
12/23/2005,8553,9,319.118
12/23/2005,8554,10,291.053
12/23/2005,8555,11,255.96
12/23/2005,8556,12,226.774
12/23/2005,8557,13,203.016
12/23/2005,8558,14,186.126
12/23/2005,8559,15,176.69
12/23/2005,8560,16,175.805
12/23/2005,8561,17,189.222
12/23/2005,8562,18,232.404
12/23/2005,8563,19,257.356
12/23/2005,8564,20,261.718
12/23/2005,8565,21,265.766
12/23/2005,8566,22,266.047
12/23/2005,8567,23,255.968
12/23/2005,8568,24,236.915
12/24/2005,8569,1,220.578
12/24/2005,8570,2,212.819
12/24/2005,8571,3,212.508
12/24/2005,8572,4,214.318
12/24/2005,8573,5,220.948
12/24/2005,8574,6,233.937
12/24/2005,8575,7,254.846
12/24/2005,8576,8,282.005
12/24/2005,8577,9,301.204
12/24/2005,8578,10,286.465
12/24/2005,8579,11,259.45
12/24/2005,8580,12,233.512
12/24/2005,8581,13,211.159
12/24/2005,8582,14,195.845
12/24/2005,8583,15,189.678
12/24/2005,8584,16,188.3
12/24/2005,8585,17,195.688
12/24/2005,8586,18,219.873
12/24/2005,8587,19,234.191
12/24/2005,8588,20,236.451
12/24/2005,8589,21,240.221
12/24/2005,8590,22,241.078
12/24/2005,8591,23,230.16
12/24/2005,8592,24,208.013
12/25/2005,8593,1,185.171
12/25/2005,8594,2,171.034
12/25/2005,8595,3,164.812
12/25/2005,8596,4,162.701
12/25/2005,8597,5,164.201
12/25/2005,8598,6,171.118
12/25/2005,8599,7,186.449
12/25/2005,8600,8,212.655
12/25/2005,8601,9,235.912
12/25/2005,8602,10,247.11
12/25/2005,8603,11,235.703
12/25/2005,8604,12,221.608
12/25/2005,8605,13,211.132
12/25/2005,8606,14,197.683
12/25/2005,8607,15,185.556
12/25/2005,8608,16,181.016
12/25/2005,8609,17,184.904
12/25/2005,8610,18,205.952
12/25/2005,8611,19,218.93
12/25/2005,8612,20,221.584
12/25/2005,8613,21,223.095
12/25/2005,8614,22,218.02
12/25/2005,8615,23,203.147
12/25/2005,8616,24,181.998
12/26/2005,8617,1,165.054
12/26/2005,8618,2,157.976
12/26/2005,8619,3,157.246
12/26/2005,8620,4,159.756
12/26/2005,8621,5,164.591
12/26/2005,8622,6,174.762
12/26/2005,8623,7,189.181
12/26/2005,8624,8,203.685
12/26/2005,8625,9,219.197
12/26/2005,8626,10,225.634
12/26/2005,8627,11,224.627
12/26/2005,8628,12,217.78
12/26/2005,8629,13,207.897
12/26/2005,8630,14,194.059
12/26/2005,8631,15,184.674
12/26/2005,8632,16,183.471
12/26/2005,8633,17,193.404
12/26/2005,8634,18,232
12/26/2005,8635,19,258.774
12/26/2005,8636,20,261.339
12/26/2005,8637,21,259.577
12/26/2005,8638,22,251.834
12/26/2005,8639,23,234.934
12/26/2005,8640,24,215.119
12/27/2005,8641,1,202.286
12/27/2005,8642,2,199.739
12/27/2005,8643,3,201.478
12/27/2005,8644,4,205.896
12/27/2005,8645,5,214.111
12/27/2005,8646,6,232.19
12/27/2005,8647,7,256.802
12/27/2005,8648,8,268.505
12/27/2005,8649,9,267.654
12/27/2005,8650,10,253.249
12/27/2005,8651,11,228.605
12/27/2005,8652,12,204.945
12/27/2005,8653,13,184.975
12/27/2005,8654,14,170.936
12/27/2005,8655,15,162.026
12/27/2005,8656,16,159.611
12/27/2005,8657,17,168.693
12/27/2005,8658,18,208.881
12/27/2005,8659,19,241.751
12/27/2005,8660,20,246.821
12/27/2005,8661,21,245.485
12/27/2005,8662,22,237.272
12/27/2005,8663,23,219.054
12/27/2005,8664,24,198.669
12/28/2005,8665,1,185.23
12/28/2005,8666,2,181.086
12/28/2005,8667,3,180.765
12/28/2005,8668,4,182.746
12/28/2005,8669,5,189.739
12/28/2005,8670,6,206.399
12/28/2005,8671,7,227.616
12/28/2005,8672,8,237.004
12/28/2005,8673,9,233.366
12/28/2005,8674,10,222.692
12/28/2005,8675,11,205.596
12/28/2005,8676,12,189.389
12/28/2005,8677,13,176.482
12/28/2005,8678,14,168.21
12/28/2005,8679,15,168.011
12/28/2005,8680,16,180.7
12/28/2005,8681,17,194.586
12/28/2005,8682,18,226.742
12/28/2005,8683,19,238.02
12/28/2005,8684,20,233.159
12/28/2005,8685,21,225.276
12/28/2005,8686,22,211.181
12/28/2005,8687,23,187.93
12/28/2005,8688,24,162.454
12/29/2005,8689,1,144.802
12/29/2005,8690,2,136.102
12/29/2005,8691,3,133.462
12/29/2005,8692,4,133.754
12/29/2005,8693,5,139.018
12/29/2005,8694,6,154.883
12/29/2005,8695,7,176.387
12/29/2005,8696,8,188.318
12/29/2005,8697,9,191.029
12/29/2005,8698,10,191.251
12/29/2005,8699,11,184.401
12/29/2005,8700,12,177.553
12/29/2005,8701,13,170.762
12/29/2005,8702,14,165.021
12/29/2005,8703,15,162.418
12/29/2005,8704,16,163.401
12/29/2005,8705,17,178.345
12/29/2005,8706,18,216.459
12/29/2005,8707,19,243.509
12/29/2005,8708,20,245.218
12/29/2005,8709,21,243.114
12/29/2005,8710,22,234.496
12/29/2005,8711,23,216.548
12/29/2005,8712,24,195.845
12/30/2005,8713,1,181.931
12/30/2005,8714,2,178.919
12/30/2005,8715,3,180.919
12/30/2005,8716,4,186.213
12/30/2005,8717,5,196.156
12/30/2005,8718,6,215.687
12/30/2005,8719,7,238.947
12/30/2005,8720,8,253.041
12/30/2005,8721,9,249.639
12/30/2005,8722,10,230.641
12/30/2005,8723,11,209.351
12/30/2005,8724,12,189.848
12/30/2005,8725,13,173.944
12/30/2005,8726,14,161.334
12/30/2005,8727,15,154.764
12/30/2005,8728,16,154.506
12/30/2005,8729,17,162.926
12/30/2005,8730,18,197.725
12/30/2005,8731,19,224.631
12/30/2005,8732,20,227.944
12/30/2005,8733,21,227.483
12/30/2005,8734,22,222.985
12/30/2005,8735,23,211.421
12/30/2005,8736,24,193.249
12/31/2005,8737,1,179.754
12/31/2005,8738,2,173.793
12/31/2005,8739,3,171.243
12/31/2005,8740,4,169.355
12/31/2005,8741,5,169.706
12/31/2005,8742,6,173.016
12/31/2005,8743,7,181.88
12/31/2005,8744,8,194.843
12/31/2005,8745,9,210.855
12/31/2005,8746,10,210.401
12/31/2005,8747,11,204.246
12/31/2005,8748,12,194.749
12/31/2005,8749,13,187.044
12/31/2005,8750,14,178.265
12/31/2005,8751,15,174.55
12/31/2005,8752,16,178.689
12/31/2005,8753,17,190.272
12/31/2005,8754,18,219.883
12/31/2005,8755,19,236.743
12/31/2005,8756,20,230.135
12/31/2005,8757,21,222.277
12/31/2005,8758,22,214.348
12/31/2005,8759,23,206.479
12/31/2005,8760,24,195.888
1/1/2006,8761,1,184.466
1/1/2006,8762,2,176.782
1/1/2006,8763,3,174.789
1/1/2006,8764,4,178.345
1/1/2006,8765,5,185.433
1/1/2006,8766,6,195.866
1/1/2006,8767,7,210.612
1/1/2006,8768,8,229.376
1/1/2006,8769,9,246.354
1/1/2006,8770,10,234.393
1/1/2006,8771,11,205.447
1/1/2006,8772,12,185.969
1/1/2006,8773,13,180.146
1/1/2006,8774,14,168.9
1/1/2006,8775,15,159
1/1/2006,8776,16,153.876
1/1/2006,8777,17,160.324
1/1/2006,8778,18,190.046
1/1/2006,8779,19,215.422
1/1/2006,8780,20,218.517
1/1/2006,8781,21,218.827
1/1/2006,8782,22,209.588
1/1/2006,8783,23,192.03
1/1/2006,8784,24,170.539
1/2/2006,8785,1,153.613
1/2/2006,8786,2,144.445
1/2/2006,8787,3,140.979
1/2/2006,8788,4,140.308
1/2/2006,8789,5,142.94
1/2/2006,8790,6,152.279
1/2/2006,8791,7,164.849
1/2/2006,8792,8,178.041
1/2/2006,8793,9,191.849
1/2/2006,8794,10,209.262
1/2/2006,8795,11,219.172
1/2/2006,8796,12,222.602
1/2/2006,8797,13,219.049
1/2/2006,8798,14,213.394
1/2/2006,8799,15,211.326
1/2/2006,8800,16,212.088
1/2/2006,8801,17,221.331
1/2/2006,8802,18,238.855
1/2/2006,8803,19,250.6
1/2/2006,8804,20,245.122
1/2/2006,8805,21,232.9
1/2/2006,8806,22,212.666
1/2/2006,8807,23,182.413
1/2/2006,8808,24,155.946
1/3/2006,8809,1,139.214
1/3/2006,8810,2,132.328
1/3/2006,8811,3,129.966
1/3/2006,8812,4,131.269
1/3/2006,8813,5,137.983
1/3/2006,8814,6,160.642
1/3/2006,8815,7,196.439
1/3/2006,8816,8,200.644
1/3/2006,8817,9,185.511
1/3/2006,8818,10,181.435
1/3/2006,8819,11,174.42
1/3/2006,8820,12,163.28
1/3/2006,8821,13,155.309
1/3/2006,8822,14,149.956
1/3/2006,8823,15,147.099
1/3/2006,8824,16,148.204
1/3/2006,8825,17,160.451
1/3/2006,8826,18,195.656
1/3/2006,8827,19,231.046
1/3/2006,8828,20,236.879
1/3/2006,8829,21,233.03
1/3/2006,8830,22,219.502
1/3/2006,8831,23,195.669
1/3/2006,8832,24,172.506
1/4/2006,8833,1,159.933
1/4/2006,8834,2,157.137
1/4/2006,8835,3,158.05
1/4/2006,8836,4,162.267
1/4/2006,8837,5,172.789
1/4/2006,8838,6,199.718
1/4/2006,8839,7,241.255
1/4/2006,8840,8,242.351
1/4/2006,8841,9,218.959
1/4/2006,8842,10,200.531
1/4/2006,8843,11,183.398
1/4/2006,8844,12,170.312
1/4/2006,8845,13,158.532
1/4/2006,8846,14,149.276
1/4/2006,8847,15,144.891
1/4/2006,8848,16,147.92
1/4/2006,8849,17,163.351
1/4/2006,8850,18,201.939
1/4/2006,8851,19,231.318
1/4/2006,8852,20,232.492
1/4/2006,8853,21,229.403
1/4/2006,8854,22,216.576
1/4/2006,8855,23,193.072
1/4/2006,8856,24,166.55
1/5/2006,8857,1,151.093
1/5/2006,8858,2,145.116
1/5/2006,8859,3,144.656
1/5/2006,8860,4,148.233
1/5/2006,8861,5,156.758
1/5/2006,8862,6,182.929
1/5/2006,8863,7,224.753
1/5/2006,8864,8,228.153
1/5/2006,8865,9,204.999
1/5/2006,8866,10,182.536
1/5/2006,8867,11,165.437
1/5/2006,8868,12,154.407
1/5/2006,8869,13,147.325
1/5/2006,8870,14,141.449
1/5/2006,8871,15,138.129
1/5/2006,8872,16,141.426
1/5/2006,8873,17,157.368
1/5/2006,8874,18,197.484
1/5/2006,8875,19,226.901
1/5/2006,8876,20,233.504
1/5/2006,8877,21,233.78
1/5/2006,8878,22,221.087
1/5/2006,8879,23,201.117
1/5/2006,8880,24,178.395
1/6/2006,8881,1,167.348
1/6/2006,8882,2,166.15
1/6/2006,8883,3,169.452
1/6/2006,8884,4,173.323
1/6/2006,8885,5,182.364
1/6/2006,8886,6,210.079
1/6/2006,8887,7,254.101
1/6/2006,8888,8,259.336
1/6/2006,8889,9,236.285
1/6/2006,8890,10,218.711
1/6/2006,8891,11,204.455
1/6/2006,8892,12,192.857
1/6/2006,8893,13,183.98
1/6/2006,8894,14,178.224
1/6/2006,8895,15,177.464
1/6/2006,8896,16,182.408
1/6/2006,8897,17,197.579
1/6/2006,8898,18,234.05
1/6/2006,8899,19,258.921
1/6/2006,8900,20,259.108
1/6/2006,8901,21,257.299
1/6/2006,8902,22,253.149
1/6/2006,8903,23,242.127
1/6/2006,8904,24,227.606
1/7/2006,8905,1,218.784
1/7/2006,8906,2,218.371
1/7/2006,8907,3,223.063
1/7/2006,8908,4,229.934
1/7/2006,8909,5,239.618
1/7/2006,8910,6,253.205
1/7/2006,8911,7,269.521
1/7/2006,8912,8,289.434
1/7/2006,8913,9,300.983
1/7/2006,8914,10,287.338
1/7/2006,8915,11,263.476
1/7/2006,8916,12,239.743
1/7/2006,8917,13,222.045
1/7/2006,8918,14,210.161
1/7/2006,8919,15,202.402
1/7/2006,8920,16,199.111
1/7/2006,8921,17,209.167
1/7/2006,8922,18,241.667
1/7/2006,8923,19,267.65
1/7/2006,8924,20,267.502
1/7/2006,8925,21,266.177
1/7/2006,8926,22,258.45
1/7/2006,8927,23,245.747
1/7/2006,8928,24,228.246
1/8/2006,8929,1,213.898
1/8/2006,8930,2,209.032
1/8/2006,8931,3,209.074
1/8/2006,8932,4,212.438
1/8/2006,8933,5,217.977
1/8/2006,8934,6,225.429
1/8/2006,8935,7,237.341
1/8/2006,8936,8,259.731
1/8/2006,8937,9,279.321
1/8/2006,8938,10,260.905
1/8/2006,8939,11,226.1
1/8/2006,8940,12,202.22
1/8/2006,8941,13,190.997
1/8/2006,8942,14,178.751
1/8/2006,8943,15,168.31
1/8/2006,8944,16,163.013
1/8/2006,8945,17,172.656
1/8/2006,8946,18,200.673
1/8/2006,8947,19,230.161
1/8/2006,8948,20,234.833
1/8/2006,8949,21,231.196
1/8/2006,8950,22,213.638
1/8/2006,8951,23,188.605
1/8/2006,8952,24,162.91
1/9/2006,8953,1,148.761
1/9/2006,8954,2,144.08
1/9/2006,8955,3,144.362
1/9/2006,8956,4,146.526
1/9/2006,8957,5,155.025
1/9/2006,8958,6,179.874
1/9/2006,8959,7,220.64
1/9/2006,8960,8,219.833
1/9/2006,8961,9,195.678
1/9/2006,8962,10,180.253
1/9/2006,8963,11,167.733
1/9/2006,8964,12,154.152
1/9/2006,8965,13,142.907
1/9/2006,8966,14,139.219
1/9/2006,8967,15,135.622
1/9/2006,8968,16,136.636
1/9/2006,8969,17,147.28
1/9/2006,8970,18,177.02
1/9/2006,8971,19,209.446
1/9/2006,8972,20,212.704
1/9/2006,8973,21,205.928
1/9/2006,8974,22,190.421
1/9/2006,8975,23,163.41
1/9/2006,8976,24,139.036
1/10/2006,8977,1,125.447
1/10/2006,8978,2,122.141
1/10/2006,8979,3,123.506
1/10/2006,8980,4,126.581
1/10/2006,8981,5,136.614
1/10/2006,8982,6,164.262
1/10/2006,8983,7,208.716
1/10/2006,8984,8,210.688
1/10/2006,8985,9,187.907
1/10/2006,8986,10,172.72
1/10/2006,8987,11,161.148
1/10/2006,8988,12,151.501
1/10/2006,8989,13,144.287
1/10/2006,8990,14,138.495
1/10/2006,8991,15,136.124
1/10/2006,8992,16,139.303
1/10/2006,8993,17,152.969
1/10/2006,8994,18,184.144
1/10/2006,8995,19,211.812
1/10/2006,8996,20,214.47
1/10/2006,8997,21,207.304
1/10/2006,8998,22,190.515
1/10/2006,8999,23,164.269
1/10/2006,9000,24,138.608
1/11/2006,9001,1,124.034
1/11/2006,9002,2,120.026
1/11/2006,9003,3,118.714
1/11/2006,9004,4,120.652
1/11/2006,9005,5,127.228
1/11/2006,9006,6,151.047
1/11/2006,9007,7,192.143
1/11/2006,9008,8,195.177
1/11/2006,9009,9,175.012
1/11/2006,9010,10,165.781
1/11/2006,9011,11,160.873
1/11/2006,9012,12,156.008
1/11/2006,9013,13,152.761
1/11/2006,9014,14,148.842
1/11/2006,9015,15,147.348
1/11/2006,9016,16,149.17
1/11/2006,9017,17,160.151
1/11/2006,9018,18,186.522
1/11/2006,9019,19,213.553
1/11/2006,9020,20,212.02
1/11/2006,9021,21,206.416
1/11/2006,9022,22,191.259
1/11/2006,9023,23,167.538
1/11/2006,9024,24,143.428
1/12/2006,9025,1,130.214
1/12/2006,9026,2,127.537
1/12/2006,9027,3,129.956
1/12/2006,9028,4,134.449
1/12/2006,9029,5,143.98
1/12/2006,9030,6,170.238
1/12/2006,9031,7,213.198
1/12/2006,9032,8,215.829
1/12/2006,9033,9,193.994
1/12/2006,9034,10,177.389
1/12/2006,9035,11,162.164
1/12/2006,9036,12,150.452
1/12/2006,9037,13,142.436
1/12/2006,9038,14,136.843
1/12/2006,9039,15,134.075
1/12/2006,9040,16,134.671
1/12/2006,9041,17,143.186
1/12/2006,9042,18,171.942
1/12/2006,9043,19,205.808
